Name,Email,Phone,City,State,Zip,Website
"Humane Society of Perry",humanesocietyofperry@gmail.com,(515) 418-8059,"Perry",IA,50220,
"Humane Society of Wright County",marcia_b@hotmail.com,515-571-3129,"Goldfield",IA,50542,
"Iowa Equine Rescue & Awareness League",ieraladoption@gmail.com,,"Cedar Rapids",IA,52408,
"Iowa Weimaraner Rescue",director@iowaweimrescue.org,,"Decorah",IA,52101,
"Jackson County Humane Society",jchs.ia.office@gmail.com,563-652-5360,"Maquoketa",IA,52060,
"Keokuk Animal Services",kas15keokuk@gmail.com,319-526-5421,"Keokuk",IA,52632,
"Keokuk Humane Society",keokukhumanesociety@yahoo.com,(319) 524-3816,"Keokuk",IA,52632,
"King's Harvest Pet Rescue No Kill Shelter",kingsharvestpetrescue@gmail.com,563-386-3117,"Davenport",IA,52807,
"Lake Animal Hospital / Shelter",lahadoptions@gmail.com,(712) 899-4853,"Storm Lake",IA,50588,
"Last Hope Animal Rescue, Inc.",adoptions@adopthope.org,,"Cedar Rapids",IA,52405,
"Loving Arms Animal Rescue",lovingarmsanimalrescue@yahoo.com,319-444-3495,"Belle Plaine",IA,52208,
"Marion County Humane Society",marioncountyhumane@gmail.com,(641) 828-7387,"Knoxville",IA,50138,
"Midiowaboxerrescue",midiowaboxerrescue@gmail.com,,"Des Moines",IA,50322,
"Midlands Humane Society",info@midlandshumanesociety.org,(712)396-2270,"Council Bluffs",IA,51503,
"Midwest Dog Rescue Network",midwestdogrescuenetwork@gmail.com,,"Council Bluffs",IA,51501,
"Midwest Pets For Life",midwestpetsforlife@gmail.com,(563) 503-8153,"Clinton",IA,52732,
"Montgomery Co Animal Rescue",adoptourdogs@gmail.com,(712) 370-0336,"Red Oak",IA,51566,
"Muddy Paws Second Chance Rescue, Inc",muddypaws2chancerescue@yahoo.com,,"Council Bluffs",IA,51503,
"Muscatine Humane Society",humanesoc@machlink.com,(563)263-7358,"Muscatine",IA,52761,
"Noah's Ark Animal Foundation",director@noahsark.org,641-472-6080,"Fairfield",IA,52556,
"Noah's Hope Animal Rescue",info@noahshopeanimalrescue.com,712 253-8394,"Sioux City",IA,51103,
"Otter Creek Animal Shelter",jesupvet@jtt.net,(319) 827-2773,"Hazleton",IA,50641,
"Panora P.E.T.S.",panora_pets@yahoo.com,,"Panora",IA,50216,
"Patriots for Pets Rescue and Shelter Inc.",patriotsforpets@yahoo.com,641-357-8050,"Clear Lake",IA,50428,
"PAWS & More Animal Shelter",washingtonpawsandmore1978@gmail.com,(319) 653-6713,"Washington",IA,52353,
"PAWS Humane Society",petfinder@pawsonline.org,641-257-0766,"Charles City",IA,50616,
"PAWS of Greene County, Iowa",pawsofgreenecounty@hotmail.com,(515) 386-9814,"Jefferson",IA,50129,
"Paws-N-Claws Rescue and Rehab",pawsnclawsrescueiowa@gmail.com,,"Farson",IA,52563,
"People for Paws",s.hoefing@mchsi.com,712-246-3236,"Shenandoah",IA,51601,
"People For Pets",djerickson1@hotmail.com,(712) 580-2738,"Spencer",IA,51301,
"Poweshiek Animal League Shelter (PALS)",palspetsia@gmail.com,(641) 236-4288,"Grinnell",IA,50112,
"Protectors of Animal Welfare (P.A.W.)",emmittsway@yahoo.com,319-372-2274,"Fort Madison",IA,52627,
"Rescue Inn",yahcats@yahoo.com,641-752-4766,"Marshalltown",IA,50158,
"Rescue Pups",swrescuepups11@gmail.com,319-795-0575,"Keokuk",IA,52632,
"S.O.L.A.S. Support Our Local Animal Shelter",adopt@solaspetadoption.org,,"Council Bluffs",IA,51501,
"S.O.S.",johndock@myomnitel.com,641-713-2443,"St. Ansgar",IA,50472,
"Safe Haven of Iowa County",adoptions@wesavepets.com,319-622-7387,"Williamsburg",IA,52361,
"Safe Home Rescue",safehomerescue@gmail.com,515-783-4292,"Des Moines",IA,50317,
"SAINT Rescue",adopt@saintiowa.org,(319) 551-7537,"Cedar Rapids",IA,52404,
"Second Chance DOG Rescue",adoptions.scdr@gmail.com,(641) 297-2137,"Prole",IA,50229,
"SIOUXLAND HUMANE SOCIETY",adopt@siouxlandhumanesociety.org,(712) 252-2614,"Sioux City",IA,51001,
"SNAFU Rescue-Short Noses and Friends United Rescue",snafurescue@gmail.com,,"Council Bluffs",IA,51501,
"Southwest Iowa Humane Society",swihs_1@hotmail.com,712-542-2535,"Clarinda",IA,51632,
"Spay Neuter All Pets of Chickasaw County",chickasawsnap@gmail.com,641-330-6059,"New Hampton",IA,50659,
"Stephen Memorial Animal Shelter",smasadoptions@mahaska.org,641-673-3991,"Oskaloosa",IA,52577,
"Tama County Humane Society",tamacountyhumanesociety@yahoo.com,641-481-7001,"Tama",IA,52339,
"TLC Animal Shelter Canine Center",plarsen@rconnect.com,(712) 272-3553,"Newell",IA,50568,
"Tri-County Veterinary Clinic P.C.",glendavanwyk@yahoo.com,641-628-4040,"Pella",IA,50219,
"Vic's Legacy",vicslegacyrescue@gmail.com,(641) 330-7879,"Waverly",IA,50677,
"Vinton Animal Shelter",jdcasey@hughes.net,,"Vinton",IA,52349,
"Waverly Pet Rescue",waverlypetrescue@mchsi.com,,"Waverly",IA,50677,
"Whiskers TNR of Warren County",whiskersofwarrencounty@gmail.com,(515) 428-2287,"Martensdale",IA,50160,
"Whispurring Hope Rescue",wharadopt@gmail.com,563-690-0455,"Dyersville",IA,52040,
"Wildthunder W.A.R.S.",wildthunderwars@gmail.com,3199613352,"Independence",IA,50644,
"WIRE FOX TERRIER RESCUE MIDWEST",ccswires@netins.net,Please use email,"DUMONT",IA,50625,
