Name,Email,Phone,City,State,Zip,Website
"Mary Ann Robinson Spay Neuter Assistance Program",marsnap2@gmail.com,(620) 245-0763,"McPherson",KS,67460,
"McPherson Animal Shelter",sonial@mcpas.kscoxmail.com,(620) 245-2583,"McPherson",KS,67460,
"McPherson County Humane Society",mcphersonhumanesociety@hotmail.com,620-241-3682,"McPherson",KS,67460,
"Mid-America Bully Breed Rescue",mabbr@mabbr.org,,"Lansing",KS,66043,
"Midwest Pug Rescue",luvforpugs@aol.com,(913) 530-7689,"Overland Park",KS,66213,
"Min Pins & More Rescue, Inc-KS",equisetteracres@yahoo.com,,"Berryton",KS,66409,
"Mo/Kan Boxer Rescue",mokanboxerrescue@earthlink.net,785-979-2679,"Topeka",KS,66047,
"Northwest Kansas Animal Shelter",kypawwash@eaglecom.net,785-899-4398,"Goodland",KS,67735,
"Olathe Animal Control",vhudson@olatheks.org,913-971-6362,"Olathe",KS,66051,
"Olive's Hope Pet Rescue",oliveshope@yahoo.com,913-735-7040,"Louisburg",KS,66053,
"One Dog at a Time MHK",onedogmhk@gmail.com,,"Manhattan",KS,66502,
"Pawnee County Humane Society",pchs@pawneehumane.com,620.285.8510,"Larned",KS,67550,
"Pawsitive Tails",info@pawsitivetailskc.org,(913) 489-8477,"Olathe",KS,66061,
"Pets Miracle Network",mms3@dodgecity.net,(620)225-6096,"Wright",KS,67801,
"Prairie Paws Animal Shelter",info@prairiepaws.org,(785) 242-2967,"Ottawa",KS,66067,
"Pratt Area Humane Society",prattareahs@yahoo.com,(620)672-6777,"Pratt",KS,67124,
"Proud Animal Lovers Shelter",pals@wavewls.com,620-421-0445,"Parsons",KS,67357,
"Purple Power Animal Welfare Society",purplepoweraws@gmail.com,(785) 844-9199,"Manhattan",KS,66505,
"Purralot Kitty Rescue Inc.",purralotkittyrescue@gmail.com,(620) 412-4907,"Emporia",KS,66801,
"Purrfect Pets Inc.",info@purrfectpets.org,(913) 652-6677,"Overland Park",KS,66214,
"Rescue K-911",rescuek911@yahoo.com,(913) 543-1364,"Merriam",KS,66203,
"Riley County Humane Society",info@rchsks.org,(785) 776-8433,"Manhattan",KS,66505,
"Rockin' Paw Rescue & Adoption Network, Inc.",rockinpawrescueinc@live.com,(620) 340-2749,"Emporia",KS,66801,
"Safe Harbor for Pets (Safe Harbor Prison Dog Adoption Program)",safeharborprisondogs@yahoo.com,(913) 634-5955,"Kansas City",KS,66109,
"Saving Death Row Dogs",charminbluepaige@yahoo.com,,"Topeka",KS,66614,
"Second Chance Homeless Pet Society",secondchancepets1@yahoo.com,785-877-5219,"Norton",KS,67654,
"Sheltie Shack Rescue",sheltieshackrescue@gmail.com,4178588581,"Wamego",KS,66547,
"SRL - Save, Rescue, Love that dog!",savethatdog@hotmail.com,(913) 744-7040,"Minneapolis",KS,67467,
"T. Russell Reitz Regional Animal Shelter",animalshelter@ci.manhattan.ks.us,785-587-2783,"Manhattan",KS,66502,
"The Animal Hospital",theanimalhospitalks@gmail.com,(785) 434-7222,"Plainville",KS,67663,
"The Pet Connection Inc.",kelso463@gmail.com,(913) 671-7387,"Lenexa",KS,66215,
"The Rescue Project",kcpetfinder@hotmail.com,9137068883,"Overland Park",KS,66225,
"Unleashed Pet Rescue and Adoption",unleashedadoptions@gmail.com,(913) 831-7387,"Mission",KS,66202,
"Western Plains Animal Refuge",westernplainsanimalrefuge@gmail.com,(785) 301-2364,"Hays",KS,67601,
"Wichita Animal Action League",adoptions@waalrescue.org,,"Wichita",KS,67208,
"Wichita Pug Rescue",wichitapugrescueks@gmail.com,316-778-1171,"Benton",KS,67017,
"Wigglebutts Aussie Rescue, Inc.",wigglebuttsrescue@yahoo.com,(816) 809-0217,"Parker",KS,66072,
"Yates Center Animal Shelter",yatescityhall@kscable.com,620-625-2118,"Yates Center",KS,66783,
