Name,Email,Phone,City,State,Zip,Website
"Animal Friends VA",animalfriendsva@gmail.com,571-437-6171,"Woodbridge",VA,22193,
"Animal Welfare And Rescue Efforts Inc. (AWARE Inc)",awareinc4@gmail.com,(434) 258-4300,"Rustburg",VA,24588,
"Animal Welfare League of Alexandria",info@alexandriaanimals.org,(703) 746-4774,"Alexandria",VA,22304,
"Appalachian Feline Friends",appalachianfelinefriends@gmail.com,(276) 323-0494,"Big Stone Gap",VA,24219,
"Appalachian Great Pyrenees Rescue",bpkennel@msn.com,804-795-1369,"Richmond",VA,23231,
"Atlantic Region Central Border Collie Rescue (ARCBCR)",arcbcr@yahoo.com,,"Richmond",VA,23233,
"Augusta Dog Adoptions",augustadogadoptions@hotmail.com,540-396-3666,"Stuarts Draft",VA,24477,
"Augusta Regional SPCA",augustaregionalspca@yahoo.com,540-885-7722,"Staunton",VA,24401,
"AWOL Mutts",awolmutts@hotmail.com,(877) 688-2965,"Falls Church",VA,22046,
"B.A.R.K. (Bandit's Adoption & Rescue of K-9s)",adopt@barkva.org,(804) 449-2275,"Ashland",VA,23005,
"Barn Cats & Indoor Feline Friends",info@barncatbuddies.org,(540) 238-5549,"Hardy",VA,24101,
"Basset Rescue of Old Dominion (BROOD)",brood@brood-va.org,(866) 710-9476,"Alexandria",VA,22315,
"Bath Animal Welfare Foundation",bawf@tds.net,540-839-8666,"Hot Springs",VA,24445,
"Bay Beagle Rescue",baybeagles@gmail.com,(757) 535-7295,"Virginia Beach",VA,23464,
"Beagle Rescue Education and Welfare Inc",petfinder@brewbeagles.org,,"Dumfries",VA,22193,
"Beagles to the Rescue",beaglestotherescueva@gmail.com,(850) 380-3891,"Chesapeake",VA,23322,
"Bedford County Animal Shelter",jmiller@bedfordcountyva.gov,(540) 586-7690,"Bedford",VA,24523,
"Bedford Humane Society",info@bhsva.org,540-586-6100,"Bedford",VA,24523,
"Blue Ridge Border Collie Rescue",info@brbcr.org,(571) 766-0980,"Mclean",VA,22102,
"Blue Ridge Dog Rescue",blueridgedogrescue@gmail.com,(434) 531-4355,"Charlottesville",VA,22901,
"Bobbie's Pit Bull Rescue  Sanctuary, Inc.",bobbiespitrescue@gmail.com,,"Spotsylvania",VA,22553,
"Boxer Rescue and Adoption Inc.",spess@cox.net,703-620-5566,"Reston",VA,20191,
"Bully Advocate & Rescue Collective (BARC)",info@barcdogs.org,,"Zuni",VA,23898,
"Bully Paws",bullypawsrescue@gmail.com,,"Fredericksburg",VA,22408,
"Bully Rescue & Advocacy Group, Inc.",bragincinfo@gmail.com,7028847781,"Colonial Heights",VA,23834,
"Bunny Lu",bunnylurabbitrescue@gmail.com,(703) 753-0833,"Moneta",VA,24121,
"Bushman's Legacy",dmmarson@hotmail.com,571-384-6681,"Falls Church",VA,22041,
"Canine Rescue & Adoption Program Inc.",workingfordogs@yahoo.com,(540) 322-7791,"Woodford",VA,22580,
"Capital Area Rescue Effort",carerescue@aol.com,,"Sandston",VA,23150,
"Caring For Creatures",kenjahome@aol.com,(434) 842-2404,"Palmyra",VA,22963,
"Caring Hearts Rescue",info@caringheartsrescue.org,,"Springfield",VA,22153,
"Caseys House, Inc.",info@caseyshouse.org,703-220-9965,"Bluemont",VA,20135,
"Castle Cat Rescue",rice_jk@hotmail.com,(703) 655-3285,"Fairfax",VA,22032,
"CAT HAVEN",susan@cathavencats.org,703.887.5632,"Alexandria",VA,22310,
"Cat Team 7",catteam7.norfolk@gmail.com,571-423-9200,"Norfolk",VA,23511,
"Cat's Cradle of the Shenandoah Valley",catscradlevirginia@gmail.com,(540) 433-1135,"Harrisonburg",VA,22801,
"Cats Cradle of Greater Richmond Inc.",cats@catscradle-richmond.org,(804) 467-6528,"Richmond",VA,23255,
"Cavies and Canines Animal Rescue",caviesandcanines@gmail.com,,"Chesapeake",VA,23320,
"Central Virginia Regional Rescue",info.cvrr@gmail.com,(434) 8562676,"Forest",VA,24551,
"Charlottesville-Albemarle SPCA",info@caspca.org,(434) 973-5959,"Charlottesville",VA,22901,
"Chesapeake Animal Services",animalservices@cityofchesapeake.net,(757) 382-8080 ext. 1,"Chesapeake",VA,23320,
"Chesapeake Area Alaskan Malamute Protection",chaampapplication@gmail.com,Do not call -- email only,"Staunton",VA,24401,
"Chesapeake Humane Society",operations@chesapeakehumane.org,(757) 546-5355,"Chesapeake",VA,23320,
"Chesterfield County Animal Services",fidenjl@chesterfield.gov,(804) 717-6236,"Chesterfield",VA,23832,
"City of Manassas Animal Adoption Center",kwieland@ci.manassas.va.us,(703) 257-2420,"Manassas",VA,20110,
"Clover Cat Rescue",clovercatrescue@yahoo.com,(276) 694-3598,"Stuart",VA,24171,
"Collie Rescue, Inc.",info@savecollies.org,703-579-9931,"Chantilly",VA,20151,
"Colonial Heights Animal Shelter",animalshelter@colonialheightsva.gov,(804) 520-9397,"Colonial Heights",VA,23834,
"Commonwealth Humane Society Inc.",adopt@humane.pro,703.385.5700,"Fairfax",VA,20122,
"Community Cats Rescue Network",communitycatsrescue@gmail.com,540-429-6210,"Fredericksburg",VA,22406,
"Cosmo's Cause",cosmozcause@gmail.com,Please Email Us!,"Monroe",VA,24574,
"Country Cats Rescue, Inc.",catrescueje@gmail.com,,"Fredericksburg",VA,22407,
"Country Club Kennels - The Chance Foundation",carlacck@aol.com,540-788-3559,"Catlett",VA,20119,
"Crazy Cat Lady Animal Rescue Inc.",crazycatladyrescue@gmail.com,,"Christiansburg",VA,24073,
"Culpeper County Animal Shelter",marlboroman2034@aol.com,540-547-4477,"Culpeper",VA,22701,
"Culpeper Felines & Friends",cffrescue@hotmail.com,540-717-0770,"Culpeper",VA,22701,
"Cumberland County Animal Control",friends.of.cumberland.ac@gmail.com,804-492-3076,"Cumberland",VA,23040,
"Dachshund Rescue of North America Inc.",eileenpratt@hotmail.com,(703) 303-2069,"Manassas",VA,22182,
"Dalmatian Rescue of SW Virginia",debi.smith@drswv.com,540-392-6761,"Elliston",VA,24087,
"Danville Area Humane Society, Inc.",dahsinc@yahoo.com,434-799-0843,"Danville",VA,24540,
"DAR&E Doberman, Assistance, Rescue & Education",darefeedback@yahoo.com,,"Arlington",VA,22204,
"DC Area Weimaraner Rescue",dcweimrescue@gmail.com,,"Front Royal",VA,22630,
"Dewey Animals Inc.",dewey.animals@cox.net,,"Centreville",VA,20122,
"Dog World Rescue, Inc.",breshkie@dogworldrescue.com,,"Alexandria",VA,22312,
"Dogs Deserve Better",melissa@dogsdeservebetter.org,(757) 357-9292,"Smithfield",VA,23430,
"Eastern Herding Dog Rescue",easternhdr@gmail.com,,"Richmond",VA,23226,
"Emporia - Greensville Humane Society, Inc.",peggy.malone.bv05@statefarm.com,(434) 634-3447,"Emporia",VA,23847,
"Exotic Companions",zewac.pocketpets@gmail.com,,"Ewing",VA,24248,
"Extra Mile Dog Rescue",margaret@extramiledogrescue.org,,"Charlottesville",VA,22905,
"Fauquier SPCA",fspca@fauquierspca.com,540-788-9000,"Midland",VA,22728,
"Feline Network Rescue, INC",cittypaw@aol.com,703-919-2067,"Springfield",VA,22153,
"FETCH a Cure",emily@fetchacure.com,(804) 525-2193,"Richmond",VA,23228,
"Floyd County Humane Society",info@floydhumanesociety.org,1(540)745-7207,"Floyd",VA,24091,
"Fluvanna SPCA",office@fspca.org,(434) 591-0123,"Troy",VA,22974,
"For the Cats' Sake",forthecatssake@gmail.com,540-675-1013,"Flint Hill",VA,22627,
"For the Love of Poodles Rescue Richmond VA",terrimmcdonnell@gmail.com,,"Richmond",VA,23233,
"Forgotten Felines of Culpeper",goodmews22@aol.com,(540) 825-3744,"Culpeper",VA,22701,
"Forgotten Tails",savingtheforgotten@gmail.com,804-469-6081,"Colonial Heights",VA,23834,
"Franklin Animal Shelter",rrichards@franklinpolice.org,757-562-8605,"Franklin",VA,23851,
"Franklin Co. Humane Society/Planned Pethood Clinic & Adoption Center",adoptions@plannedpethoodrockymount.com,(540) 489-3491,"Rocky Mount",VA,24151,
"Freedoms Last Chance, Inc",freedomslastchancesml@gmail.com,540-493-7880,"Wirtz",VA,24184,
"Friends of Bedford County Animal Shelter",fobcasfriends@gmail.com,(434) 826-9063,"Amherst",VA,24521,
"Friends of Campbell County Animal Control (FOAC), in partnership with Campbell County Animal Control and Care",foacinfo@gmail.com,(434) 485-6242,"Rustburg",VA,24588,
"Friends of Rabbits",adoptions@friendsofrabbits.org,,"Centreville",VA,22313,
"FURS Friends United with the Richmond Shelter",info@fursdogs.com,804-364-1944,"Richmond",VA,23233,
"Giant Hearts Giant Dog Rescue, Inc",giantheartdogs@gmail.com,804-442-6801,"Suffolk",VA,23435,
"Giles Animal Rescue, Inc",gilesanimalrescue@gmail.com,(540) 922-3958,"Pearisburg",VA,24134,
"Gloucester Animal Control Outreach Program",baybrowders@yahoo.com,,"Gloucester",VA,23061,
"Gloucester Mathews Humane Society",sheltermanager@gmhumanesociety.org,804-693-5520,"Gloucester",VA,23061,
"GO Rescue Pet Adoption Center",helpgorescue@gmail.com,(757) 432-9222,"Virginia Beach",VA,23454,
"Gone to the Dogs Rescue",strotherb@yahoo.com,804-338-3687,"Charles City",VA,23030,
"Goochland Animal Protection",sjablonski@goochlandva.us,8045565302,"Goochland",VA,23063,
"Gray Face Acres",crazydogmom57@verizon.net,703-753-1219,"Haymarket",VA,20169,
"Green Dogs Unleashed",greendogsunleashed@yahoo.com,,"Troy",VA,22974,
"Greyt Expectations Greyhound Rescue(tm), Inc.",greytexpectationsrescue@yahoo.com,(866) 975-4347,"Richmond",VA,23225,
"Hanover Humane Society",info@hanoverhumanesociety.org,,"Ashland",VA,23005,
"HAPPE Dog Rescue & Adoption",info@happepets.org,(804) 837-5824,"Richmond",VA,23226,
"Happy Tails Animal Rescue of Washington County, VA",happytailsofwashcova@yahoo.com,276-698-7525,"Abingdon",VA,24212,
"Harmony Rescue, Inc.",cschott@harmonyrr.com,434-821-3544,"Rustburg",VA,24588,
"HART (Homeless Animals Rescue Team)",hart90office@gmail.com,,"Fairfax Station",VA,22039,
"Hayfield Animal Hospital",catvmadison@aol.com,,"Alexandria",VA,22306,
"Heaven's Bullies Pitbull Rescue Ministry",hvnsbullies15@gmail.com,(540) 550-8067,"Strasburg",VA,22657,
"Helping Homeless Felines",hhf@petsbringjoy.org,,"Falls Church",VA,22041,
"Henrico Humane Society",henricohumanedogs@gmail.com,(804) 262-6634,"Richmond",VA,23228,
"Hickory Hill K-9 Rescue",hhcanine@aol.com,,"Ashland",VA,23005,
"Highland County Humane Society",info@highlandcountyhumanesociety.org,540-908-9152,"Monterey",VA,24465,
"Holly Help Memorial Spay",dkirby@btes.tv,276-466-5375,"Bristol",VA,24203,
"Home Alone Feline Rescue",homealonefelines@gmail.com,,"Arlington",VA,22206,
"Homes Fur Hounds, Inc.",isgdeanna@aol.com,757-229-6015,"Williamsburg",VA,23185,
"Homeward Trails Animal Rescue, Inc.",jennl@homewardtrails.org,703-249-5066,"Arlington",VA,22201,
"Hope for Donghae Paws(VIRGINIA)",donghaepaws@gmail.com,,"Springfield",VA,22153,
"Hope's Legacy Equine Rescue, Inc.",hopeslegacy@hotmail.com,(434) 531-5688,"Afton",VA,22920,
"Hopewell Humane Society Inc.",hopewellhumanesociety@yahoo.com,(804) 458-7303,"Hopewell",VA,23860,
"Houlagans Rest Corporation",info@houlagansrest.com,(804) 858-3651,"Midlothian",VA,23112,
"Humane Society of Culpeper",info@culpeperhumanesociety.com,,"Culpeper",VA,22701,
"Humane Society of Fairfax County, Inc.",pets@hsfc.org,,"Fairfax",VA,22030,
"Humane Society of Loudoun County",helpanimals@humaneloudoun.org,(703) 777-2912,"Leesburg",VA,20178,
"Humane Society of Shenandoah County Va Inc.",info@hsscva.org,(540) 421-4842,"Woodstock",VA,22664,
"Humane Society of Warren County VA",info@humanesocietywarrencounty.org,540-635-4734,"Front Royal",VA,22630,
"Humane Society/SPCA of Nelson County",pets@nelsonspca.org,(434) 263-7722,"Lovingston",VA,22922,
"Humanitarians of Pet Education",magnolia_blossom01@yahoo.com,540-886-4957,"Staunton",VA,24402,
"In His Hands Small Animal Rescue",inhishandsdogrescue@yahoo.com,276 386-2796,"Hiltons",VA,24258,
"Indian Rivers Humane Society",indianrivershumane@gmail.com,804-885-3109 X2,"Aylett",VA,23009,
"Isle of Wight County Animal Control",animalservices@isleofwightus.net,757-356-1971,"Windsor",VA,23487,
"Isle of Wight County Humane Society",info@iowchs.org,(757) 357-4214,"Smithfield",VA,23431,
"K-9 Rescue of the Eastern Shore",k9rescuees@gmail.com,,"Wallops Island",VA,23337,
"K9 Justice League",k9justiceleague@gmail.com,,"Virginia Beach",VA,23454,
"K9 Rescue of VA",k9rescueofva@gmail.com,804-306-1540,"Chesterfield",VA,23832,
"King George Animal Rescue League",info@kgarl.org,1-888-542-7582,"King George",VA,22485,
"King Street Cats",contact@kingstreetcats.org,(703) 231-7199,"Alexandria",VA,22314,
"Lake Country SPCA",lakecountryspca@yahoo.com,434-374-8076,"Clarksville",VA,23927,
"League for Animal Protection",lapinformation@aol.com,(540) 473-3853,"Fincastle",VA,24090,
"Little Big Dog Rescue",lbdr@htcnet.org,(540) 468-3096,"Monterey",VA,24465,
"Little Buddies Adoption and Humane Society",littlebuddies@erols.com,,"Reston",VA,20194,
"Little Paws Big Hearts Pekingese Rescue",littlepawsbigheartspekerescue@yahoo.com,,"Vansant",VA,24656,
"Lost Dog and Cat Rescue Foundation",dogs@lostdogrescue.org,(703) 295-DOGS (3647),"Arlington",VA,22205,
"Lost Fantasy Stables and Animal Rescue Inc.",lostfantasystables@yahoo.com,,"Ceres",VA,24318,
"Loudoun County Animal Shelter",animals@loudoun.gov,703-777-0406,"Waterford",VA,20197,
"Louisa County Animal Shelter",lcpound2000@yahoo.com,540-894-4219,"Mineral",VA,23117,
"Louisa Humane Society",info@louisahumanesociety.com,,"Louisa",VA,23093,
"Lovable Whiskers",lovablewhiskers@gmail.com,571-210-5389,"Chantilly",VA,20152,
"Love Shack Dog Rescue",sdroescher@yahoo.com,703-505-3758,"Chantilly",VA,20152,
"Lu's Labs",adoptalab.luslabs@gmail.com,,"Alexandria",VA,22314,
"Lynchburg Humane Society",contact@lynchburghumane.org,(434) 448-0088,"Lynchburg",VA,24502,
"Madison-Greene Humane Society",madisongreenehumanesociety@gmail.com,(434) 985-3203,"Ruckersville",VA,22968,
"Martin's Dog Farm Rescue",martinsdogfarm@gmail.com,5406356655,"Bentonville",VA,22610,
"Mid Atlantic English Springer Spaniel Rescue",info@maessr.org,804-690-9157,"Richmond",VA,23227,
"Mid Atlantic Great Dane Rescue League Inc.",coordinators@va-magdrl.org,703-644-8009,"Manassas",VA,20108,
"Middleburg Humane Foundation",adoptions@middleburghumane.org,(540) 364-3272,"Middleburg",VA,20118,
"Middlesex County Animal Shelter",doryruth2@gmail.com,(804) 695-7772,"Saluda",VA,23149,
"MOMS VA",momsrescue@gmail.com,,"Richmond",VA,23230,
"Montgomery County Animal Shelter",portersr@montgomerycountyva.gov,(540) 382-5795,"Christiansburg",VA,24073,
"Montgomery County Friends of Animal Care & Control, Inc. (MCFACC)",fosterfacc@gmail.com,,"Christiansburg",VA,24068,
"Morgan's Mutts Rescue  Adoption Center, inc.",morgansmuttsrac@yahoo.com,804-551-2908,"Jetersville",VA,23083,
"Mountain Tails Animal Rescue",mountaintailsrescue@gmail.com,,"Pearisburg",VA,24134,
"Must Love Cats Rescue",adopt-a-cat@mustlovecatsrescue.org,(703) 753-0742,"Bristow",VA,20136,
"Mutt Love Rescue",adopt@muttloverescue.org,Email Only,"Fairfax",VA,22038,
"New Kent Animal Control Shelter",newkentpets@yahoo.com,(804) 966-9500,"Providence Forge",VA,23140,
"New Kent Humane Society, Inc.",thenry@newkenthumane.org,804-966-7105,"Providence Forge",VA,23140,
"New Love Animal Rescue",adopting@newloveanimalrescue.org,,"Herndon",VA,20172,
"Nirvana Ridge Ferret Rescue",nirvanaridge@hughes.net,(703) 342-9032,"Brandy Station",VA,22714,
"NMSER - Haymarket",asanangels@gmail.com,,"Haymarket",VA,20169,
"Norfolk Animal Care Center",nacc@norfolk.gov,757-441-5505,"Norfolk",VA,23502,
"Norfolk SPCA",kvincent@norfolkspca.org,757.622.3319,"Norfolk",VA,23504,
"Northumberland County Animal Shelter",adoptncas@gmail.com,804-724-0764,"Heathsville",VA,22473,
"NOVA Pets Alive!",adoptions@novapetsalive.org,(703) 539-2354,"Fairfax",VA,22033,
"Old Dominion Humane Society",olddominionhumanesociety@gmail.com,,"Fredericksburg",VA,22408,
"Oldies But Goodies (Northern VA) Cocker Rescue",info@cockerspanielrescue.com,(703) 533-2373,"Arlington",VA,22206,
"Operation Git-Meow, Inc.",operationgitmeow@gmail.com,(609) 280-9853,"Springfield",VA,22152,
"Operation Hood Inc.",ophoodadoption@gmail.com,,"Fredericksburg",VA,22407,
"Operation Paws for Homes",adopt@ophrescue.org,,"Alexandria",VA,22309,
"Orange County Animal Shelter",gjenkins@orangecountyva.gov,(540) 672-1124,"Orange",VA,22960,
"PACC-Partners Among Cats and Canines",pacc@pacconline.org,(757) 562-0202,"Franklin",VA,23851,
"PAWS",paws_pres@yahoo.com,276 694 2378,"Stuart",VA,24171,
"Paws For Seniors",info@pawsforseniors.org,540-748-8177,"Bealeton",VA,22712,
"PAWS of Southwest Virginia",pawsofswva@yahoo.com,,"Coeburn",VA,24230,
"Pawsitively Precious Adoptions Inc.",adoptacat@ppava.org,(757) 229-0578,"Williamsburg",VA,23188,
"Peaceful Passings",jameyers@aol.com,434-842-3287,"Bremo Bluff",VA,23022,
"Peninsula SPCA",adoptions@peninsulaspca.org,(757) 595-1399 ext. 106,"Newport News",VA,23601,
"People for Pets Foundation",info@peopleforpetsfoundation.org,(540) 229-5594,"Jeffersonton",VA,22724,
"Perpetual Care",info@perpetualcare.org,(888) 355-7091,"Edinburg",VA,22824,
"Persian Rescue of Virginia",emziemer@sinenomine.net,,"Ashburn",VA,20147,
"Pet Assistance League",info@pal-va.org,540-659-5018,"Stafford",VA,22555,
"Portsmouth Humane Society",adoption@portsmouthhumanesociety.org,7573976004,"Portsmouth",VA,23701,
"Potomac Valley Pekingese Club Inc.",potomacpekes1@gmail.com,,"Richmond",VA,23261,
"Pound Pals of Radford, Inc.",pals@psknet.com,,"Radford",VA,24141,
"Powhatan Sheriff's Office - Animal Control",animalcontrol@powhatansheriff.net,804-598-5672,"Powhatan",VA,23139,
"PRA  Pet Rescue Alliance",info@petrescuealliance.com,,"Alexandria",VA,22308,
"Prince George County",pganimals@princegeorgeva.org,804-991-3200,"Prince George",VA,23805,
"Prince William County Animal Shelter",animalshelter@pwcgov.org,(703) 792-6465,"Manassas",VA,20112,
"Prince William Humane Society",jgregory@pwhumane.org,(703) 634-0880,"Dumfries",VA,22026,
"Pug Rescue of NC",cathleen@pugrescuenc.org,(757) 240-0815,"Virginia Beach",VA,23450,
"Pulaski County Animal Shelter",pulaskicountyac@gmail.com,(540) 674-8359,"Dublin",VA,24084,
"Purrs & Whiskers, Inc.",info@purrsandwhiskers.org,540-300-7295,"Stafford",VA,22556,
"Rainbow Animal Rescue, Inc.",bigd447@cox.net,(757) 583-8777,"Norfolk",VA,23518,
"Rakki-Inu Akita Rescue",rakki.inu.akita.rescue@gmail.com,757-831-4200,"Virginia Beach",VA,23454,
"Rappahannock Animal Welfare League",patriciawant@aol.com,540.937.3336 or 3283,"Amissville",VA,20106,
"RappCats",rappcats@rappcats.org,540.987.6050,"Washington",VA,22747,
"Regional Animal Shelter",animalshelter@kingwilliamcounty.us,(804) 769-4983,"King William",VA,23086,
"Richardsons Rescue",richardsonsrescue@gmail.com,,"Quinton",VA,23141,
"Richmond Animal Care and Control",richmondanimalshelter@hotmail.com,(804) 646-5573,"Richmond",VA,23224,
"Richmond Ruff House",cindy@richmondruffhouse.org,(804) 396-6313,"Richmond",VA,23225,
"Richmond SPCA",adoption1@richmondspca.org,(804) 521-1307,"Richmond",VA,23220,
"Ring Dog Rescue",ringdog@ringdogrescue.org,(804) 622-4200,"Richmond",VA,23231,
"Roanoke Valley SPCA",adoptions@rvspca.org,(540) 339-WAGS,"Roanoke",VA,24012,
"Rockbridge SPCA",shelter@rockbridgespca.net,540-463-5123,"Lexington",VA,24450,
"Rockingham-Harrisonburg SPCA",info@rhspca.org,(540) 434-5270,"Harrisonburg",VA,22801,
"Ruff Ranch Sanctuary",linda.baker@ruffranchsanctuary.com,2399800940,"Middletown",VA,22645,
"Safe Haven Puppy Rescue",ruthierish@gmail.com,,"Reston",VA,20190,
"SafeHaven Horse Rescue",shannon.m@ceva.net,434-414-4059,"Meherrin",VA,23954,
"Saint Seton's Orphaned Animals",petsgivelove@gmail.com,,"Fredericksburg",VA,22405,
"Sanctuary Rescue",sanctuaryrescuepetfinder@gmail.com,,"Midlothian",VA,23112,
"Save a Dog Save a Cat (SADSAC)",sadsac01@yahoo.com,703-594-3324,"Dumfries",VA,22026,
"Save A Mutt Kennel-VA",saveamuttkennel@yahoo.com,336-443-0648,"Ararat",VA,24053,
"Save Our Herders Outreach",saveourherdersoutreach@gmail.com,,"Midlothian",VA,23112,
"Save The Tails Rescue Group, Inc.",lisa@savethetails.org,1 888 379 5558 x1,"Leesburg",VA,20178,
"Saving Animals From Euthanasia (S.A.F.E.) and West End Cat Rescue (WECR)",vhuband@verizon.net,804-751-4501,"Chester",VA,23237,
"Scott County Humane Society",scott.county.humane@gmail.com,(276) 452-7247,"Gate City",VA,24251,
"Second Chance Dog Rescue",lmr735@aol.com,5407521741,"Fredericksburg",VA,22406,
"Second Chance Habitat",secondchancehabitat2012@gmail.com,(757) 630-6181,"Chesapeake",VA,23322,
"Second Chances Animal Rescue",adopt@secondchancesrescue.org,8144499412,"Alexandria",VA,22314,
"Shadow Cat Advocates, Inc.",info@shadowcatadvocates.org,5402260050,"Stafford",VA,22554,
"Shenandoah County Animal Shelter",animalshelter@shenandoahcountyva.us,540-984-8955,"Edinburg",VA,22824,
"Shenandoah Shepherd Rescue",info@shenandoahrescue.org,,"Stephens City",VA,22655,
"Shenandoah Valley Animal Services Center",svanimalservicescenter@gmail.com,540-943-5142,"Lyndhurst",VA,22952,
"Siberian Husky Assist",info@siberianhuskyassist.com,276-494-3383,"Bristol",VA,24201,
"Sighthound Underground",info@sighthoundunderground.com,866-661-7484,"McLean",VA,22101,
"Silky Terrier Rescue Charitable Trust",silkyrescueapps@gmail.com,,"Blacksburg",VA,24060,
"Smiles Forever Animal Rescue",smilesforeveranimalrescue@gmail.com,(352) 425-8984,"Fincastle",VA,24090,
"SOMEBUDDIES, INC.",catfix@aol.com,804-559-6170,"Richmond",VA,23116,
"Somerset Cottage Poodle Rescue",pennyfarthingantiques@gmail.com,(703) 599-6018,"Middleburg",VA,20118,
"Southampton County Animal Shelter Dogs",shelterdogs757@yahoo.com,,"Courtland",VA,23837,
"Southern Paws Virginia Animal Rescue",southernpawsva@gmail.com,(703) 541-8839,"Winchester",VA,22603,
"Southside Animal Volunteers",southsideanimalvolunteers@gmail.com,434-532-5790,"Dolphin",VA,23843,
"Southside SPCA",southsidespcadogs@yahoo.com,434-736-9595,"Meherrin",VA,23954,
"Spay/Neuter, Inc.",spayneuterinc@yahoo.com,540 480-7582,"Stuarts Draft",VA,24477,
"SPCA of Martinsville-Henry County",shelter@spcamhc.org,(276) 638-7297,"Martinsville",VA,24112,
"SPCA of Northern Virginia",spcanova@aol.com,703-799-9390,"Arlington",VA,22210,
"SPCA of Pittsylvania County",spcaofpc@gmail.com,434-432-0080,"Chatham",VA,24531,
"SPCA-Eastern Shore Inc.",shorespca@gmail.com,(757)787-7385,"Onley",VA,23418,
"St. Francis Humane Association",webmaster@stfrancisha.org,804-598-6636,"Richmond",VA,23235,
"St. Nicholas Mouse Rescue",lucinda.rideout@norfolk.gov,757-340-3058,"Virginia Beach",VA,23454,
"Stafford County Animal Shelter",animalshelter@staffordcountyva.gov,(540) 658-7387,"Stafford",VA,22554,
"Stafford SPCA",adopt@staffordspca.org,(540) 657-7387,"Stafford",VA,22554,
"Stray Haven",bevmenier@gmail.com,804-727-4879,"Dundas",VA,23938,
"Suffolk Humane Society",dogadoptions@suffolkhumanesociety.com,(757) 538-3030,"Suffolk",VA,23434,
"Sweet Life Rescue",info@sweetliferescue.org,Email only,"Lovettsville",VA,20180,
"Sweet Virginia Barn Cats",sweetvirginiabarncats@gmail.com,434-362-0154,"Clarksville",VA,23927,
"Tails High, Inc.",meow@tailshigh.org,(703) 819-5240,"Alexandria",VA,22314,
"The Animal Welfare Foster Program",awfpadoptions@gmail.com,,"Blacksburg",VA,24060,
"The Empty Shelter Project",adopt@espnova.org,(571) 308-6563,"Woodbridge",VA,22191,
"The Feline Foundation of Greater Washington Inc.",info@ffgw.org,703-920-8665,"Merrifield",VA,22116,
"The Pet Haven Rescue Center Inc.",debby_pethaven@verizon.net,276-326-3483,"Falls Mills",VA,24613,
"Tidewater Bichon Rescue",whitedogresq@yahoo.com,757-986-BARK,"Suffolk",VA,23322,
"To The Rescue, Inc.",totherescue@petlover.com,(571) 206-8704,"Springfield",VA,22153,
"Training Rescue Dogs, Inc.",info@trainingrescues.org,(202) 350-1149,"Alexandria",VA,22307,
"Tramp's Rescue",crazydoglady64@aol.com,804-248-3042,"Goochland",VA,23063,
"US Equine Rescue League",userlrva@gmail.com,(540) 239-5226,"Mechanicsville",VA,23111,
"VA BoxAR Rescue",herbdiane@msn.com,,"Alexandria",VA,22314,
"Valley View Animal Rescue",amybennettwashburn@hotmail.com,(540) 862-1756,"Covington",VA,24426,
"Vindicated Pit Bull Rescue",info@vindicatedrescue.org,,"Alexandria",VA,22315,
"VIP Rescues and Adoptions",viprescues@gmail.com,703-580-5082,"Dale City",VA,22195,
