Name,Email,Phone,City,State,Zip,Website
"Pet Over Population Prevention (POPP)",information@popptricities.org,(509) 943-4722,"West Richland",WA,99353,
"Pibble and all Paws Rescue",pibbleandallpaws@gmail.com,(360) 790-2266,"Lacey",WA,98503,
"Prison Pet Partnership Program",info@prisonpetpartnership.org,(253) 858-4240,"Gig Harbor",WA,98332,
"Puget Sound Goat Rescue",rescuegoats@yahoo.com,425-444-6591,"Maple Valley",WA,98038,
"Puget Sound Rescue",pugetsoundrescue@hotmail.com,,"Auburn",WA,98092,
"Purrfect Pals",connect@purrfectpals.org,(360) 652-9611,"Arlington",WA,98223,
"Puyallup Animal Rescue",ballots@fairpoint.net,(253) 847-1243,"Puyallup",WA,98374,
"Quincy Animal Shelter",quincywaanimalshelter@quincypd.org,(509) 787-4718 ext. 2,"Quincy",WA,98848,
"Rabbit Haven",rabbithavenwa@gmail.com,,"Gig Harbor",WA,98335,
"RAIN - Rescuing Animals In Need",rescuinganimals@gmail.com,,"Federal Way",WA,98023,
"Rebecca's Rainbow",michelehayward@rebeccasrainbow.org,206.818.2778,"Kirkland",WA,98033,
"Refarm Sanctuary",jennette@refarmsanctuary.org,(503) 799-0887,"Washougal",WA,98671,
"Regional Animal Services of King County",adoptapet@kingcounty.gov,(206) 296-7387,"Kent",WA,98032,
"Rescue 4 All",animals@rescue4all.org,,"Spokane",WA,99205,
"Rescued Hearts Northwest",rescuedheartsnorthwest@yahoo.com,(360) 318-6911,"Ferndale",WA,98248,
"Rescued Paws",rpaws@hotmail.com,360-673-7373,"Longview",WA,98632,
"Rez Animal Resources & Education",alouder@ml1.net,253-370-6392,"Chehalis",WA,98532,
"Ribsey's Refugees",ribseysrefugees@comcast.net,,"Issaquah",WA,98027,
"Rodents Requiring Rescue",snarlingmaiden@gmail.com,(253) 245-9113,"Ellensburg",WA,98926,
"Rodeo City Equine Rescue",rcer@rodeocityequine.com,(509) 968-9566,"Ellensburg",WA,98926,
"Rompin Paws Rescue",csalvati123@gmail.com,,"Arlington",WA,98223,
"Royal Hounds Greyhound Adoption",info@royalhounds.org,http://royalhounds.org/,"Seattle",WA,98104,
"Saddle Mountain Dog Rescue",jmacfast@gmail.com,509-859-4034,"Ellensburg",WA,98926,
"Save-A-Mutt",jennifer@save-a-mutt.org,,"Silvana",WA,98287,
"Saving Great Animals WA",perrin@savinggreatanimals.org,,"Seattle",WA,98119,
"Seattle Area Feline Rescue",adoptions@seattleareafelinerescue.org,206-659-6220,"Shoreline",WA,98133,
"Seattle Humane: The Humane Society for Seattle/King County",humane@seattlehumane.org,(425) 641-0080,"Bellevue",WA,98005,
"Seattle Persian and Himalayan Rescue",seattlerescue@hotmail.com,,"Redmond",WA,98053,
"Seattle Purebred Dog Rescue",frise@drizzle.com,206-654-1117,"Seattle",WA,98073,
"Second Chance Companions",info@sccpets.com,(360) 687-4569,"Battle Ground",WA,98604,
"Second Chance Dogs",info@secondchancedogs.net,,"McKenna",WA,98558,
"SeN Rescue Sanctuary",senrescuesanctuary@yahoo.com,(360) 482-0822,"Elma",WA,98541,
"Senior Dog Lodge",jlbahill@aol.com,360-871-7460,"Port Orchard",WA,98366,
"Shayne's Rescue",gingerdog@live.com,,"Olympia",WA,98501,
"Shilshole Bay Pet Rescue",shelterpetfoster@hotmail.com,,"Seattle",WA,98117,
"Smidget Rescue",smidgetrescue@hotmail.com,206.817.3731,"Covington",WA,98042,
"South County Cats",sccadopt@gmail.com,(206) 910-4495,"Maple Valley",WA,98038,
"SPCHS",spchs330@gmail.com,3606421180,"Long Beach",WA,98640,
"Special Bunny",angie@specialbunny.org,206-351-2637,"Carnation",WA,98014,
"Spokane Humane Society",adoptions@spokanehumanesociety.org,(509) 467-5235,"Spokane",WA,99217,
"SpokAnimal",miracles@spokanimal.org,(509) 534-8133,"Spokane",WA,99202,
"SPOT (Saving Pets One at a Time)",spot@savingpetsoneatatime.org,360-336-5388,"Burlington",WA,98233,
"Sunny Sky's Animal Rescue",info@sunnyskysshelter.org,,"Puyallup",WA,98372,
"Tazzys Siamese Rescue",info@tazzysrescue.org,(425) 327-2494,"Edmonds",WA,98026,
"Tender Care Animal Rescue",tendercareanimalrescue@gmail.com,360-909-8090,"Vancouver",WA,98684,
"The Cat's Meow",adoptions@meowanacortes.org,(360) 588-9900,"Anacortes",WA,98221,
"The Humane Society of Jefferson County, WA",shelter@hsjcwa.org,(360) 385-3292,"Port Townsend",WA,98368,
"The Lumpy Fund",tpd_staff@comcast.net,2535881851,"Lakewood",WA,98499,
"The Pit Bull Pen",thepitbullpen@gmail.com,5095889993,"Benton City",WA,99320,
"Useless Bay Sanctuary",uselessbaysanctuary@gmail.com,2065520304,"Seahurst",WA,98062,
"Valhalla Canine Rescue",valhallarescue@msn.com,360-523-4059,"Winlock",WA,98596,
"Vashon Island Pet Protectors",dogs@vipp.org,206 389-1085,"Vashon Island",WA,98070,
"Wags To Riches Animal Rescue and Sanctuary",wagsvolunteer@hotmail.com,509-453-4155,"Union Gap",WA,98903,
"WAMAL WA Alaskan Malamute Adoption League",wamal@wamal.com,425-610-MALS,"Seattle",WA,98826,
"Washington Basset Rescue",judybrown2020@yahoo.com,5099288049,"Spokane",WA,99218,
"WASHINGTON BOXER RESCUE",boxers@waboxerrescue.com,,"Benton City",WA,99320,
"Wayward Creatures Relief Agency",docjesadams@gmail.com,509-690-7343,"Chewelah",WA,99109,
"Welfare for Animals Guild (WAG)",claudiacarter57@gmail.com,(360) 460-6258,"Sequim",WA,98382,
"Wenatchee Valley Humane Society",wvhs@wenatcheehumane.org,509-662-9577,"Wenatchee",WA,98807,
"West Columbia Gorge Humane Society",adoptions@wcghs.org,(360) 835-3464,"Washougal",WA,98671,
"Whatcom Humane Society",adoptions@whatcomhumane.org,(360) 733-2080,"Bellingham",WA,98226,
"Whatcom Voice of the Animals",whatcomvoice@gmail.com,(360)224-1664,"Bellingham",WA,98225,
"Whidbey Animals Improvement Foundation",waif@whidbey.net,360-678-8900 ext. 1100,"Coupeville",WA,98239,
"Whisker City",whiskercityseattle@gmail.com,(206) 380-4972,"Shoreline",WA,98133,
"Wigglin Home Boxer Rescue",wigglinhomeboxerrescue@gmail.com,360-903-6102,"Battle Ground",WA,98604,
"Wonder Pets Rescue",wonderpetsrescue@hotmail.com,(509) 480-9098,"Yakima",WA,98901,
"Woof Project",woofproject@outlook.com,,"Vancouver",WA,98662,
"Yakima Valley Pet Rescue",rescue@yvpr.org,,"Yakima",WA,98901,
