Name,Email,Phone,City,State,Zip,Website
"Cynder Creek Animal Rescue and Sanctuary Inc",alphadogspunkyk@gmail.com,(501) 442-6818,"North Little Rock",AR,72118,
"Decatur Animal Shelter",rickeyburke2@gmail.com,(479) 752-7235,"Decatur",AR,72722,
"Fabulous Felines NWA",fabulousfelinesnwa@gmail.com,479-273-9217,"Bentonville",AR,72712,
"Fayetteville Animal Shelter",animal_services@ci.fayetteville.ar.us,479-444-3456,"Fayetteville",AR,72701,
"Forrest City Area Humane Society",ravfcahs@gmail.com,870-633-7036,"Forrest City",AR,72335,
"Friends of Horseshoe Bend Animals",friendsofhba@yahoo.com,(870) 373-2649,"Horseshoe Bend",AR,72512,
"Gails Pets Second Chance",gailspets@hotmail.com,870-431-8229,"Oakland",AR,72661,
"Glenwood Animal Control Shelter",cynsan@windstream.net,870-223-2995,"Glenwood",AR,71943,
"Good Shepherd Humane Society",goodshepherd6486@gmail.com,4792539188,"Eureka Springs",AR,72632,
"Greener Days Ahead Rescue",gdarescue@gmail.com,,"mount vernon",AR,72111,
"Guardian Angels Cat Rescue and Adoption Shelter",gacr@att.net,(501) 623-3484,"Hot Springs",AR,71901,
"H&P Animal Alliance",hpanimalalliance@gmail.com,870-234-3131,"Magnolia",AR,71753,
"Have a Heart Humane Society",haveaheartpetshelter@gmail.com,(870) 449-7387,"Yellville",AR,72687,
"Heavenly Paws NWA",heavenlypawsrescuebv@gmail.com,(479) 366-1419,"Gravette",AR,72736,
"Heber Springs Humane Society",heberspringshumanesociety@yahoo.com,501 362 7322,"Heber Springs",AR,72543,
"Helping Hands For Little Paws",helpinghandsforlittlepaws@yahoo.com,501-888-2702,"Little Rock",AR,72203,
"Homeless Pets Lifeline",dogtiredjanet@hotmail.com,(479) 216-6044,"Waldron",AR,72958,
"Hot Springs Village Animal Welfare League",adoptions@hsvawl.org,,"Hot Springs Village",AR,71909,
"Humane Society of Independence County",hsicshelteroffice@yahoo.com,(870) 793-0090,"Batesville",AR,72503,
"Humane Society of Marion County",humanesocietyyellville@yahoo.com,870-416-3428,"Yellville",AR,72687,
"Humane Society of North Central Arkansas",hsnca@centurytel.net,(870) 425-9221,"Mountain Home",AR,72653,
"Humane Society of Pulaski County",hspc.ar.volunteers@gmail.com,(501) 227-6166,"Little Rock",AR,72210,
"Humane Society of Saline County",wehelpanimals@aol.com,501-557-5518,"Bauxite",AR,72011,
"Humane Society of the Delta",adoptionshsdelta@gmail.com,(870) 753-2119,"Helena",AR,72342,
"Humane Society of the Ouachitas",tinasball@aol.com,479-394-5682,"Mena",AR,71953,
"Izard County Animal Rescue Effort (ICARE)",icare_ark@yahoo.com,(870) 368-5000,"Melbourne",AR,72556,
"Jackson County Humane Society",arkansasjchs@yahoo.com,870-217-5878,"Newport",AR,72112,
"Jacksonville Animal Shelter",animalshelter@cityofjacksonville.net,(501) 982-2916,"Jacksonville",AR,72076,
"Lester C. Howick Animal Shelter of Washington County",ashelter@co.washington.ar.us,479-695-3450,"Fayetteville",AR,72704,
"Little Rock Animal Services (LRAS)",troark@littlerock.org,501-376-3067,"Little Rock",AR,72206,
"Liz E.'s Pekingese Rescue and Sanctuary",lizethedog@yahoo.com,,"Benton",AR,72019,
"Lone Pine Ranch Animal Shelter",lonepineshelter@yahoo.com,479-795-2709,"Centerton",AR,72719,
"Lost Love Animal Rescue",lostloveanimalrescue@hotmail.com,,"Fayetteville",AR,72701,
"Lowell Animal Shelter",animalcontrol@lowellarkansas.gov,479-770-0166 opt1,"Lowell",AR,72745,
"Maumelle Friends of the Animals",jeanwheelerlewis@gmail.com,(501) 851-7114,"Maumelle",AR,72113,
"Morning Meadow Animal Rescue",mmarcatdog@yahoo.com,870-917-7034,"Fordyce",AR,71742,
"Muttley Crew German Shepherd Rescue",mcrgsd@yahoo.com,,"Fouke",AR,71837,
"NEA Humane Society",adoptions@neahs.org,(870) 932-5185,"Jonesboro",AR,72401,
"Needy Paws Animal Shelter",needypawsanimalshelter@yahoo.com,479-754-4200,"Clarksville",AR,72830,
"Northwest Arkansas Rescue of Canines, Inc.",northwestarkrescue@gmail.com,870-350-0813,"Harrison",AR,72601,
"NovaStar Animal Rescue",novastarrescue@gmail.com,(501) 920-7311,"Ola",AR,72853,
"Out Of The Woods Animal Rescue",contact@ootwrescue.org,,"Little Rock",AR,72207,
"Ozark Dogs Rescue Organization",ozarkdogs@yahoo.com,(870) 508-4814,"Mountain Home",AR,72653,
"Ozark Humane Society",ohsshelter@gmail.com,(870) 741-3050,"Harrison",AR,72601,
"Paragould Animal Welfare Society",pawsar@att.net,870-240-0997,"Paragould",AR,72450,
"Paws & Claws Pet Shelter",pawsandclawspetshelter@gmail.com,(479) 738-1505,"Huntsville",AR,72740,
"Paws and Claws Rescue",info@pawsandclawsrescue.org,,"Hot Springs",AR,71903,
"Paws To Love Me",chris@pawstoloveme.org,479.876.PAWS,"Bella VIsta",AR,72714,
"Perry's Orphans Sanctuary Inc.",perrysorphans@gmail.com,(870) 431-8354,"Oakland",AR,72661,
"Pit Bull Ambassador of Northwest Arkansas",adoptionpbanwa@yahoo.com,,"Springdale",AR,72762,
"Pug Rescue of Northwest Arkansas",pugrescuenwa@yahoo.com,,"Bentonville",AR,72712,
"Purr Catfe",info@purrnwa.com,(479) 301-0993,"Fayetteville",AR,72701,
"Russellville Animal Shelter",tcase@rsvlar.org,479-968-1944,"Russellville",AR,72802,
"Siloam Springs Animal Services",animalcontrol@siloamsprings.com,(479) 524-6535,"Siloam Springs",AR,72761,
"Small K9 Rescue",patkellim@live.com,please Email,"Paragould",AR,72450,
"Spenser's Legacy Animal Rescue",contact@spenserslegacy.org,479-601-7202,"Fayetteville",AR,72704,
"Stone County Humane Society Inc.",schs@yelcot.net,(870) 269-5200,"Mountain View",AR,72560,
"Stop Animal Cruelty in Hot Spring County",mataft@netscape.com,(501) 276-2385,"Malvern",AR,72104,
"Stray Central",blueskat@aol.com,(479) 300-6226,"Farmington",AR,72730,
"The Animal Farm",greenecountyanimalfarm@yahoo.com,870-240-8117,"Paragould",AR,72450,
"The Humane Society of Searcy",hss@cablelynx.com,501-268-3535,"Searcy",AR,72143,
"The Humane Society of the Ozarks",animalservices@hsozarks.com,(479) 444-7387,"Fayetteville",AR,72701,
"Warm Hearts Humane Society Inc,",warmhearts@earthlink.net,870-490-0883,"Mount Ida",AR,71957,
"Wynne Friends of Animals",kakn6755@gmail.com,870-238-9663,"Wynne",AR,72396,
