Name,Email,Phone,City,State,Zip,Website
"Caroline County Humane Society, Inc.",info@carolinehumane.org,410-820-1600,"Ridgely",MD,21660,
"Cats R Us, Inc",adopt@catsrusrescue.com,,"Annapolis",MD,21403,
"Cause for Paws Cares, Inc",causeforpaws70@yahoo.com,301-980-0444,"Bowie",MD,20715,
"Chesapeake Cats and Dogs",info@chesapeakecats.com,410-643-9955,"Queenstown",MD,21658,
"Chesapeake Feline Association",chesapeakefelineassociation@gmail.com,410-507-0664,"North East",MD,21901,
"City of College Park Animal Control",vcooper@collegeparkmd.gov,240-487-3570,"College Park",MD,20740,
"City of Greenbelt  Animal Control",lcrossed@greenbeltmd.gov,(301) 474-6124,"Greenbelt",MD,20770,
"Cocker Spaniel Adoption Center Inc.",placement@cockeradoptions.org,(410) 628-6191,"Westminster",MD,21158,
"Colony Cats of Bird River and Beyond",adoptbirdrivercolonycats@gmail.com,(443) 579-4578,"Middle River",MD,21220,
"CompAnimals",companimals@earthlink.net,610-255-1614,"Elkton",MD,21921,
"Cuddles Cat Rescue",info@cuddlescatrescue.com,(301) 606-0261,"Thurmont",MD,21788,
"DAR&E Doberman, Assistance, Rescue & Education",darefeedback@yahoo.com,,"Woodstock",MD,21163,
"Darby's Place Cat Rescue",gilbertla@comcast.net,(443) 244-3359,"Mount Airy",MD,21771,
"Days End Farm Horse Rescue",trainer@defhr.org,410-442-1564,"Woodbine",MD,21797,
"DobsonTNR (Trap,Neuter,Return/Rescue)",dobsontnr@gmail.com,(410) 848-3761,"Westminster",MD,21157,
"Dogs XL Rescue",info@dogsxlrescue.org,(410) 929-5847,"Silver Spring",MD,20905,
"Doodle Dawgs Small Dog Rescue",peppypups7@outlook.com,,"California",MD,20619,
"Double Dog Dare Rescue",christi.dddr@gmail.com,,"Westminster",MD,21157,
"Eastern Shore Rabbit Rescue and Education Center",adopt@esrrec.org,4106397535,"Rock Hall",MD,21661,
"Fallston Animal Rescue Movement, Inc.",fallstonrescue@aol.com,410-557-6161,"Fallston",MD,21047,
"Feral Cat Rescue, Inc.",info@feralcatrescuemd.org,301-475-5059,"Great Mills",MD,20634,
"For Otis Sake",forotissake@gmail.com,,"Hagerstown",MD,21742,
"Forever Rescue",rescue.healthycompanions@gmail.com,(203) 837-1040,"Rockville",MD,20850,
"Frederick County Animal Control",animalcontrol@frederickcountymd.gov,301-600-1546,"Frederick",MD,21701,
"Freedom Hill Horse Rescue",freedom.hill.org@gmail.com,(301) 806-1708,"Owings",MD,20736,
"Friends of Felines",davishall@comcast.net,410-414-2122,"Port Republic",MD,20676,
"Friends of Montgomery County Animals Inc.",info@fmca.org,(301) 977-4833,"Germantown",MD,20875,
"Friskys Wildlife Primate Sanctuary Inc.",friskyswildlife@yahoo.com,,"Woodstock",MD,21163,
"Furever Safe",kpinkas@fureversafe.org,(301) 643-4723,"Hughesville",MD,20637,
"Golden Retriever Rescue of Southern Maryland Inc.",contact@goldenretrieverrescueofsouthernmaryland.org,,"Great Mills",MD,20634,
"gRATitude Rat Rescue",gratituderatrescue@gmail.com,,"Pylesville",MD,21132,
"Greyt Expectations Greyhound Rescue(tm), Inc.",info@greytexpectations.org,866-975-4347,"Lusby",MD,20657,
"Happy Go Lucky Mastiff Rescue",happygoluckymastiffrescue@yahoo.com,240-979-7381,"Flintstone",MD,21530,
"Home At Last Sanctuary, Inc",hal@homeatlastsanctuary.org,(301) 983-0614,"Potomac",MD,20854,
"Homeward Bound Schnauzer Rescue",carrigon@aol.com,3023631176,"Millersville",MD,21108,
"House Rabbit Society MD/DC/NoVA",info@rabbitsinthehouse.org,(410) 889-4104,"Baltimore",MD,21211,
"Howard County Animal Control and Adoption Center",animalcontrol@howardcountymd.gov,(410) 313-2780,"Columbia",MD,21045,
"Howard County Cat Club",howardcountycats@comcast.net,410-730-3679,"Columbia",MD,21045,
"Humane Society of Calvert County",calverthumanesocietymindy@rescueteam.com,4102574908,"Prince Frederick",MD,20678,
"Humane Society of Carroll County",kkeiner@ccg.carr.org,410-848-4810,"Westminster",MD,21158,
"Humane Society of Harford County",adopt@harfordshelter.org,(410) 836-1090 ext. 105,"Fallston",MD,21047,
"Humane Society of Kent County Maryland",info@kenthumane.org,(410) 778-3648,"Chestertown",MD,21620,
"Humane Society of Somerset County",humanesocietyofsomersetcounty@yahoo.com,410 651-2424,"Princess Anne",MD,21853,
"Humane Society of Washington County",nfridgen@hswcmd.org,301-733-2060,"Hagerstown",MD,21740,
"Humane Society of Wicomico County",hswc@verizon.net,410-749-7603,"Salisbury",MD,21804,
"Husky Education And Rescue Team",info@huskyrescueteam.org,,"Millersville",MD,21108,
"Island Dog Inc (MD325)",islanddogpr@gmail.com,,"Baltimore",MD,21236,
"Jasmine's House",info@jasmineshouse.org,443-356-6164,"Clarksburg",MD,20871,
"Keller's Cause",doublemerleinfo@gmail.com,,"Port Deposit",MD,21904,
"KitCat & Critter Rescue Inc.",amberlass2@yahoo.com,,"Williamsport",MD,21795,
"Kitties & Pitties",adopt@kittiesnpitties.org,,"Ellicott City",MD,21041,
"KittyLoveKuwait",debgrant1@mac.com,,"Federalsburg",MD,21632,
"Knine Rescue Inc.",kninerescue@aol.com,,"Germantown",MD,21214,
"Lab Rescue of LRCP Inc.",adopt@lab-rescue.org,(301) 299-6756,"Silver Spring",MD,20915,
"Laurel Cats",suzanne@laurelcats.org,(301) 886-0161,"Laurel",MD,20725,
"Lizzys Lodge",lizzyslodgerescue@gmail.com,,"Silver Spring",MD,20918,
"Lonely Hearts Animal Rescue - K9 rescue",lharinfo@gmail.com,,"Frederick",MD,21703,
"Lost and Found Horse Rescue Foundation",lostandfoundmaryland@gmail.com,434-202-9741,"Germantown",MD,20874,
"Mabel's Orphaned Angels Rescue",mabelsangels@gmail.com,(301) 602-2803,"Chesapeake Beach",MD,20732,
"Majesty Rottweiler Rescue Inc.",terry4553@verizon.net,,"Darlington",MD,21034,
"Maryland Pet Match Rescue",mdpetmatch@msn.com,,"Towson",MD,21284,
"MAS Rescue",marysmutts05@gmail.com,410-227-3566,"Baltimore",MD,21224,
"MASTER",midatlanticscot@gmail.com,xxx-xxx-xxxx,"Silver Spring",MD,20905,
"Metro Ferals - MD",ruth@metroferals.org,443-255-4489,"Sykesville",MD,21784,
"Mid Atlantic IG Rescue (IGCA)",midatlanticigrescue@cox.net,,"Edgewater",MD,21037,
"Mid-Atlantic (Kent County) Border Collie Rescue",slr@mabcr.org,,"Chestertown",MD,21620,
"Mid-Atlantic German Shepherd Rescue",help@magsr.org,(410) 644-7763,"Mount Airy",MD,21771,
"Mid-Atlantic Turtle and Tortoise Society",matts_adoptions@hotmail.com,301-785-3390,"Baltimore",MD,21203,
"MidAtlantic",info@midatlanticbullybuddies.org,,"Reisterstown",MD,21136,
"MidAtlantic Samoyed Rescue",eisbearsamoyeds@juno.com,,"Mayo",MD,20827,
"MJs Animal Sanctuary Inc.",mjsanimalsanctuary@gmail.com,email only please!,"Bowie",MD,20718,
"Montgomery County Animal Services and Adoption Ctr.",adoptmcasac@montgomerycountymd.gov,,"Derwood",MD,20855,
"Montgomery County SPCA",mcspca@mac.com,301-948-4266,"Washington Grove",MD,20880,
"Mutts Matter Rescue",muttsmatterrescue@gmail.com,,"Rockville",MD,20852,
"Needful Souls Dog Rescue",needfulsoulsdogrescue@gmail.com,(410) 747-1533,"Baltimore",MD,21207,
"New Beginnings German Shorthaired Pointer Rescue",nbgsprescue@yahoo.com,,"Monrovia",MD,21770,
"New Chances",newchancesforhope@gmail.com,,"Henderson",MD,21640,
"Noble Equine Rescue and Sanctuary, Inc.",zeldabillyfred@gmail.com,443.417.0069,"Bel Air",MD,21014,
"NoVa Rottweiler Rescue league Inc.",jm_resq@verizon.net,,"Germantown",MD,20875,
"Partnership for Animal Welfare (PAW)",pawdogs@yahoo.com,(301) 572-4729,"Greenbelt",MD,20768,
"Passport Animal Rescue, Inc.",adoptions@passportanimalrescue.org,,"Nottingham",MD,21236,
"Patuxent Animal Welfare Society, Inc. (PAWS)",mdpawspet@hotmail.com,410 326-1616,"Annapolis",MD,21401,
"Paws for Life",ginny@pawsforlife.org,(302) 376-7297,"Chesapeake City",MD,21915,
"Pet Rescue of Maryland",info@petrescueofmd.org,(410) 472-1172,"Lutherville",MD,21093,
"PetConnect Rescue",info@petconnectrescue.org,877-838-9171,"Potomac",MD,20854,
"Pets In Need In Southern Maryland",petsinneed2016@yahoo.com,(301) 481-9118,"Mechanicsville",MD,20659,
"Pets-4-Pets Cats Rescue, Inc.",pets4pets@gmail.com,240-405-4564,"New Market",MD,21774,
"Pitties and Purrs",adoptpitties@gmail.com,,"Baltimore",MD,21206,
"Prince Georges County Animal Management Division",derpets@co.pg.md.us,301-780-7200,"Upper Marlboro",MD,20772,
"Pugh Zoo Rescue",pughzoorescue@gmail.com,,"Jarrettsville",MD,21084,
"Puppy Paws Rescue",pawspuppy2013@gmail.com,202 630 5874,"Huntingtown",MD,20639,
"PurrHaven Inc.",purrhaven@gmail.com,,"Rohrersville",MD,21779,
"Reach Out Rescue & Resources",rorrcanine@gmail.com,,"Westminster",MD,21158,
"Roberts Rescue",robertsrescue@hotmail.com,,"Baltimore",MD,21222,
"Rock Creek Cats",rockcreekcats@yahoo.com,(202) 746-9682,"Kensington",MD,20895,
"Roxie's Fund Inc.",for.roxiesfund@gmail.com,(301) 537-5745,"Silver Spring",MD,20902,
"Rude Ranch Animal Rescue",info@ruderanch.org,(410) 798-9559,"Harwood",MD,20776,
"Rural Dog Rescue",rdrinquiry@gmail.com,(410) 310-4420,"Chester",MD,21619,
"S & K Feline Furbabies Rescue",skfelinefurbabiesrescueinc@gmail.com,,"Williamsport",MD,21795,
"S&D K9 Rehabilitation",sdk9rehab@gmail.com,(240) 350-9192,"Hughesville",MD,20637,
"Safe Shelter Inc",safeshelterinc@yahoo.com,(301) 478-3206,"Flintstone",MD,21530,
"Saving Future Feral Cats",ipeters38@msn.com,(410) 490-3018,"Stevensville",MD,21666,
"Second Hope Rescue",katmc@secondhoperescue.org,240-925-0628,"Leonardtown",MD,20650,
"Senior Dog Sanctuary of Maryland",info@sdsanctuary.com,(443) 742-0270,"Severn",MD,21144,
"Shingilana Rescued Felines",cashmeretank@gmail.com,(240) 750-0560,"Germantown",MD,20874,
"Small Miracles Cat and Dog Rescue",catdoglady@verizon.net,410-274-3530,"Ellicott City",MD,21042,
"So Many Whiskers, Inc.",adopt@somanywhiskers.org,,"Millersville",MD,21108,
"South County Animal Rescue and Sanctuary",southcountyanimalrescue@gmail.com,,"Friendship",MD,20758,
"Spay-A Stray, Inc.",nrimby@gmail.com,410-968-3302,"Crisfield",MD,21817,
"SPCA Humane Society of Prince Georges County MD",pgspca.adopt@gmail.com,,"Bowie",MD,20718,
"SPCA of Anne Arundel County",adoptions@aacspca.org,(410) 268-4388,"Annapolis",MD,21403,
"St. Marys Animal Welfare League (SMAWL)",info@smawl.org,301-373-5659,"Leonardtown",MD,20636,
"Sunshine's Friends Cat Rescue  Sanctuary",sunshinescatrescue@gmail.com,(410) 796-7327,"Jessup",MD,20794,
"Talbot Humane",adoptions@talbothumane.org,(410) 822-0107,"Easton",MD,21601,
"Tara's House Animal Rescue, Inc.",info@tarashouse.net,,"Columbia",MD,21044,
"The Boxer Transfer Network",ireneb@boxertransfer.org,,"Westminster",MD,21157,
"The Feline Rescue Association",baltimorecats@gmail.com,,"Pikesville",MD,21208,
"The Foxie G Foundation",whinnywhiskers@thefoxiegfoundation.org,(301) 748-6062,"Libertytown",MD,21762,
"The Maryland SPCA",adoptme@mdspca.org,(410) 235-8826,"Baltimore",MD,21211,
"TomCat Solutions",tom@tomcatsolutionsonline.org,410-822-1496,"Easton",MD,21601,
"Town Cats",chaument0805@yahoo.com,(610) 716-3704,"Ocean Pines",MD,21811,
"Tri-State All Breed Rescue",debwolfecorgis@gmail.com,740-610-8729,"Hagerstown",MD,21740,
"Wags & Wishes Animal Rescue",wagsandwishes@yahoo.com,(410) 476-8629,"Cambridge",MD,21613,
"Walter Rescue",walter@walterrescue.org,410-246-1512,"Baltimore",MD,21208,
"We Rescue Love Inc.",adopt@werescuelove.org,,"Ellicott City",MD,21043,
"Whispering Woods Farm Maryland",wwfmaryland@comcast.net,,"White Marsh",MD,21162,
"Willing Hearts Dalmatian Rescue",dalmatianrescue@comcast.net,(610) 342-7237,"Columbia",MD,21044,
"Wings of Love, Kuwait",wingsoflovekuwait@gmail.com,,"Baltimore",MD,21230,
"Worcester County Humane Society",savinganimals@worcestercountyhumanesociety.org,(410) 213-0146,"Berlin",MD,21811,
"www.smallangelsrescue.org",info@smallangelsrescue.org,,"Frederick",MD,21703,
