Name,Email,Phone,City,State,Zip,Website
"Feline Lifeline for South Carolina",slgillum@juno.com,,"Easley",SC,29642,
"Feral Cat Care of Mt Pleasant",deborahjmill@gmail.com,(843) 475-4141,"Mount Pleasant",SC,29464,
"For Belle's Sake Rescue & Rehabilitation",forbellessake@gmail.com,,"Wedgefield",SC,29168,
"For the Love of Cats Adopt",suzannedaddis@gmail.com,(864) 884-9984,"Salem",SC,29676,
"Foster Paws Rescue",adoptions@fosterpaws.org,(864) 735-0755,"Greenville",SC,29601,
"Freedom Rings Rescue",freedomrings@ftc-i.net,,"Sumter",SC,29153,
"Furry Friends Rescue Center",melissaspets@aol.com,(803) 230-3648,"Clover",SC,29710,
"Grand Strand Golden Retriever Rescue",grandstrandgoldenretrieverrescue@yahoo.com,,"Murrells Inlet",SC,29576,
"Grand Strand Humane Society",grandstrandhumanesociety@gmail.com,(843) 918-4910,"Myrtle Beach",SC,29577,
"Greenville County Animal Care",adoptapet@greenvillecounty.org,864-467-3985 or 864-467-3710 (rescue me pets only),"Greenville",SC,29609,
"Greenville Humane Society",greenvillehumane@greenvillehumane.com,(864) 242-3626,"Greenville",SC,29607,
"Greyhound Crossroads",kim@greyhoundcrossroads.com,864-995-3112,"Greenwood",SC,29649,
"Greyhound Pets of America - Charleston",adoptcharlestongreys@yahoo.com,843-343-2982,"Charleston",SC,29422,
"Greyhound Pets of America - SC",cgazella@gmail.com,(803) 749-3174,"Irmo",SC,29072,
"H.F. Help, Inc",hfhelprescue@gmail.com,(843) 343-1202,"Ladson",SC,29456,
"Halfway There Rescue",halfwaythererescue@gmail.com,,"Rock Hill",SC,29730,
"Hallie Hill Animal Sanctuary",info@halliehill.com,(843) 889-3713,"Hollywood",SC,29449,
"Healing Species",rescue@healingspecies.org,803-535-6543,"Orangeburg",SC,29116,
"Homeward Bound Animal Sanctuary",homewardbound.sc@gmail.com,843-866-7203,"Ruffin",SC,29475,
"Homeward Bound Pet Rescue",homewardboundrescue@hotmail.com,803-454-9094,"Irmo",SC,29063,
"Hugs for Hounds",ljjspider@yahoo.com,,"Simpsonville",SC,29681,
"Humane Association Hilton Head/Bluffton",adoptions@hhhumane.org,843-681-8686,"Hilton Head Island",SC,29925,
"Humane Association of the Lowcountry",info@halsc.org,843-846-8502,"Okatie",SC,29909,
"Humane Society of Greenwood",humane@gwdhumanesociety.org,(864) 942-8775,"Greenwood",SC,29649,
"Humane Society of McCormick County, Inc.",hsmc2000@gmail.com,(864) 391-2349,"Mc Cormick",SC,29835,
"Humane Society of York County",contact@humanesocietyofyorkcounty.org,(803) 802-0902,"Fort Mill",SC,29715,
"Jasper Animal Rescue Mission",jarm1234@earthlink.net,(843) 726-7799,"Ridgeland",SC,29936,
"Jayne H Boswell Animal Shelter/Florence Area Humane Society",wwilton@cityofflorence.com,843-629-5456,"Florence",SC,29503,
"Jesse's Place Rescue Inc",dcpphoto@aol.com,704-534-6000,"Lake Wylie",SC,29710,
"k9.5 Rescue",adoptions@k95rescue.org,864-293-0156,"Greenville",SC,29607,
"Kare Team Sanctuary",kareteam@aol.com,(843) 421-7292,"Longs",SC,29568,
"Kerry's Cats",kerryscats@hotmail.com,(803) 628-1654,"McConnells",SC,29726,
"Kind Keeper",kindkeeper@yahoo.com,(843) 427-4388,"North Myrtle Beach",SC,29582,
"Kiss for Kittens",roccospirit@yahoo.com,,"Simpsonville",SC,29681,
"KitsNKats Rescue (501 C3)",kitsnkatsrescue@gmail.com,,"Easley",SC,29640,
"Lancaster SPCA - SC",lancspca@comporium.net,,"Lancaster",SC,29721,
"Laurens County  Humane Society",lchsmanager@gmail.com,(864) 833-9060,"Clinton",SC,29325,
"Leash On Life Dog Rescue",leashonlifedog@aol.com,,"Charleston",SC,29492,
"Little Paws Dachshund Rescue",lpdr@littlepawsdr.org,,"West Columbia",SC,29170,
"Longshot Farms Run LC.",k9jack@longshotfarmsrun.com,704-675-2933,"Clover",SC,29710,
"Lovable Paws Rescue",lovablepawssc@gmail.com,843-422-1549,"Hardeeville",SC,29927,
"Lucky Pup Rescue",luckypuprescuesc@gmail.com,,"Greenville",SC,29617,
"MAFIA  Make A Friend In Animals",mafiapets@outlook.com,803 606 1136,"Winnsboro",SC,29180,
"Maqwas Paw Print Husky Rescue",maqwashuskyrescue@yahoo.com,864-423-7565,"Newberry",SC,29108,
"Maranatha Farm",karenedewilkins@gmail.com,(843) 816-6676,"Ridgeland",SC,29936,
"Maude Schiffley Chapter of S.P.C.A.",adopt@orangeburgspca.org,(803) 536-3918,"Orangeburg",SC,29118,
"Mollys Militia",donnahasty@bellsouth.net,Call the foster home listed on pets page,"North Augusta",SC,29860,
"My Dog House Rescue Inc.",wbtiger_99@yahoo.com,(803) 374-4151,"Richburg",SC,29729,
"New Beginnings Animal Rescue",info@newbeginningsanimalrescueofsc.com,(803) 837-3676,"Orangeburg",SC,29116,
"New Beginnings Shepherd Rescue",murphy@newbeginningsrescue.com,,"Holly Hill",SC,29059,
"Newberry County Animal Care and Control",ljenkins@newberrycounty.net,803-321-2185,"Newberry",SC,29108,
"Noah's Arks Rescue",noahsarksrescue@mac.com,843-540-6755,"Okatie",SC,29909,
"Oconee Humane Society",info@oconeehumane.org,(864) 882-4719,"Seneca",SC,29678,
"Operation CARE",yorkgirl8000@yahoo.com,email only please,"Rock Hill",SC,29730,
"Palmetto Paws Animal Rescue",palmpaws@yahoo.com,,"Mt Pleasant",SC,29464,
"Partners for Pets of Allendale County",editorlyly@earthlink.net,803-686-0572,"Fairfax",SC,29827,
"Pawmetto Lifeline",info@pawmettolifeline.org,8034659150,"Columbia",SC,29211,
"Paws and Claws",debfarhi1@gmail.com,,"Chesterfield",SC,29709,
"Pawsome Rescue Project",pawsomerescueproject@yahoo.com,(864) 237-2503,"Chesnee",SC,29323,
"Pet Helpers Inc.",adoption@pethelpers.org,843.795.1110,"Charleston",SC,29412,
"Pet Peeps Rescue",petpeeps10@gmail.com,,"Mt Pleasant",SC,29464,
"Pet Tender Angels Rescue and Rehabilition",pet10der@aol.com,(864) 787-2498,"Greenville",SC,29606,
"Phoenix Rising Border Collie Rescue",prbcr@prbcr.org,,"Wadmalaw Island",SC,29487,
"PomRescue.com inc",pomrescuecom@aol.com,please use email,"Roebuck",SC,29376,
"Pooch's Partners Animal Rescue",poochspartners@gmail.com,803-673-1723,"Lexington",SC,29073,
"Recycla-Bull Terrier Rescue",lauraljenkins@rcbtr.org,,"Gaston",SC,29053,
"Recycled Pets, Inc.",terisluvs@aol.com,803-981-5087,"Rock Hill",SC,29731,
"Rescued in SC",rescuedinsc@gmail.com,,"Mt Pleasant",SC,29464,
"Richardson Rescue",screscuepets@gmail.com,(803) 628-5084,"York",SC,29745,
"Rogue Rescue and Sanctuary",roguerescueandsanctuary@gmail.com,843-816-0097,"Bluffton",SC,29910,
"Ruff Life Animal Rescue",info@ruffliferescue.com,,"Fort Mill",SC,29707,
"Rural Roads Animal Rescue",ruralroadsrescue@gmail.com,,"Cassatt",SC,29032,
"S.P.C.A. of Sumter",spca@sumterscspca.com,(803) 773-9292,"Sumter",SC,29150,
"Safe Haven 4 Cats SC",safehaven4catssc@gmail.com,,"North Myrtle Beach",SC,29598,
"Saint Frances Animal Center",adoptions2@sfanimals.org,843-546-0780 ext 1,"Georgetown",SC,29440,
"Sandhills Chihuahua Rescue",myfaeriegarden@aol.com,,"Columbia",SC,29223,
"Save the Strays Animal Rescue",info@savethestrays.org,,"Camden",SC,29020,
"Second Chance Animal Rescue",secondchanceanimalrescue@outlook.com,8433443749,"Georgetown",SC,29440,
"Second Chance K-9 Rescue of the Pee Dee",humanegirl57@yahoo.com,843-665-5934,"Florence",SC,29501,
"Shelter Animals Advocates",onlywayout@outlook.com,803-334-1219,"Graniteville",SC,29829,
"Sinbad-Sadie Second Chance Rescue",dawn.sinbad.sadie@gmail.com,,"Summerville",SC,29485,
"Soft Landings Rescue",softlandingsrescue@gmail.com,,"Pelzer",SC,29669,
"South Carolina Sheltie Rescue",adopt@scsheltierescue.com,(888) 399-2220,"Columbia",SC,29170,
"Southern Paws Animal Rescue",southernpawsanimalrescuesc@gmail.com,(843) 388-3422,"Mount Pleasant",SC,29466,
"Spartanburg Humane Society",adoptions@spartanburghumane.org,864.583.4805,"Spartanburg",SC,29303,
"SPCA Albrecht Center for Animal Welfare",adoptions@letlovelive.org,(803) 648-6863,"Aiken",SC,29801,
"SQ Rescue",info@sqrescueinc.org,(803) 223-9729,"Columbia",SC,29223,
"Sunset Animal Rescue",sunsetanimalrescue@yahoo.com,,"Winnsboro",SC,29180,
"Team Stinkykiss",adoptions@teamstinkykiss.com,,"Aiken",SC,29803,
"The Animal Advocates",f4lfcoffice@att.net,(803) 259-5483,"Barnwell",SC,29812,
"The ARK Animal Rescue & Adoption",arkpetshelter@gmail.com,8032791613,"North Augusta",SC,29861,
"The Barker Rescue Project",thebarkerrescueproject@gmail.com,6147958623,"Taylors",SC,29687,
"The Fathers House Intl - Animal Rescue Division",thefathershouse@truevine.net,(864) 647-7777,"Westminster",SC,29693,
"The Humane Society of North Myrtle Beach Inc.",manager@hsnmb.org,843-249-4948,"North Myrtle Beach",SC,29582,
"The NOOK Animal Refuge and Adoption Agency, Inc.",thenookrefuge@gmail.com,,"Pacolet",SC,29372,
"Upstate Animal Rescue Foundation of South Carolina",uarsc@yahoo.com,,"Anderson",SC,29621,
"W.A.R.S. Whiskers Animal Rescue & Sanctuary",coglebay@sccoast.net,843-455-6199,"Myrtle Beach",SC,29572,
"WARM - Waccamaw Animal Rescue Mission",warm@sccoast.net,843-347-6583,"Conway",SC,29528,
"Waters Edge Great Dane Rescue, Inc.",watersedgerescue@yahoo.com,--,"Bonneau",SC,29431,
"Weimaraner Rescue of SC",info@weimrescuesc.org,,"Wagener",SC,29164,
"Wescott Acres Pet Rescue",wescottpets@wescottacres.com,(803) 732-9738,"Columbia",SC,29212,
"Windy Ridge Rescue",windyridgerescue@gmail.com,(803) 421-7775,"Dalzell",SC,29040,
"York County Animal Control",animal.rescue@yorkcountygov.com,803-818-6500,"York",SC,29745,
