Name,Email,Phone,City,State,Zip,Website
"Antioch Animal Services",antiochanimalservices@gmail.com,925-779-6989,"Antioch",CA,94509,
"APe Action (Animals People & Environment Action)",adoptions@apeaction.org,,"West Hollywood",CA,90046,
"APET Rescue and Kennels Inc.",apetrescue342@gmail.com,(661) 258-9525,"Edwards",CA,93523,
"ARA Canine Rescue Inc",alleysangels@gmail.com,www.alleysrescuedangels.org,"Hesperia",CA,92345,
"ARF - Animal Rescue Friends/Idyllwild",info@idyllwildarf.org,951-659-1122,"Idyllwild",CA,92549,
"Ariel Bully Rescue",info@arielbullyrescue.com,(347) 546-1166,"Los Angeles",CA,90027,
"ARME (Animal Rescue Media Education)",adopt@rescuefreedomproject.org,(818) 382-6500,"Valley Village",CA,91607,
"ARV (Animal Rescue Volunteers)",staff@arvsimi.org,(805) 579-8047,"Simi Valley",CA,93065,
"Asians for Humans Animals and Nature",contact@ahan.org,415-221-5733,"San Francisco",CA,94121,
"ASTRO Foundation",jaydeen@astrofoundation.org,209-604-2649,"Oakdale",CA,95361,
"Australian Shepherd Rescue San Diego and Friends",oldhamranch@gmail.com,,"Ramona",CA,92065,
"Australian Shepherds Furever",australianshepherdsfurever@gmail.com,,"Rancho Cucamonga",CA,91729,
"Avian Rehabilitation Center",arcpresident@avianrehabilitationcenterusa.org,(619) 813-1776,"Jamul",CA,91935,
"Avian Rescue Corp aka Cockatiel Rescue",avianrescuecorp@gmail.com,(925)686-2350,"Concord",CA,94518,
"Azaya Ranch Sanctuary",info@azayaranchsanctuary.org,(707) 676-3647,"Petaluma",CA,94953,
"Baby Bobbys Meow House and Rescue, Inc.",babybobbysmeowhouserescue@gmail.com,951-544-7004,"Temecula",CA,92589,
"BAD RAP",contact@badrap.org,510-414-6461 (TEXT),"Oakland",CA,94605,
"Baja Animal Sanctuary",bajadogs@aol.com,(619) 948-3199,"San Diego",CA,92102,
"Baja Dog Rescue",info@bajadogrescue.org,(619) 407-9372,"San Diego",CA,92116,
"Bandit's Buddies Rescue",banditsbuddiesrescue@gmail.com,,"Fresno",CA,93720,
"BARC",adoptions@barconline.com,951-845-1513,"Mentone",CA,92359,
"Bark Avenue Foundation",christy@barkavenuefoundation.org,(323) 969-8082,"Studio City",CA,91604,
"Bark n' Bitches - Jimi's Angels",shopbnb@gmail.com,3236550155,"Los Angeles",CA,90036,
"Bark-9",dana@bark-9.com,949-285-1218,"Santa Ana",CA,92705,
"Barks of Love",rescue@barksoflove.org,,"Fullerton",CA,92832,
"Basic Needs Foundation, Inc",ha.adolfo@basicneedsfoundation.org,323-325-2712,"Harbor City",CA,90710,
"Basset Hound Rescue of Southern California",askabasset@bassethoundrescue.org,(949) 484-9065,"Whittier",CA,90608,
"Basset Rescue Network",basset911@aol.com,(661) 269-2682,"Acton",CA,93510,
"Baxter and Friends",baxterandfriends@yahoo.com,(818) 602-7481,"Sunnyvale",CA,94086,
"Bay Area Animal Rescue Crew",bayareaanimalrescuecrew@gmail.com,925-219-7833,"Concord",CA,94520,
"Bay Area Cat Rescue",adoptions@bayareacatrescue.org,,"Mountain View",CA,94040,
"Bay Area German Shepherd Rescue",info@bayareagsr.org,(855) 473-5683,"Novato",CA,94948,
"Bay Area Siberian Husky Rescue/Referral",bashrr@com-ctl.com,800-473-BASH,"Campbell",CA,95008,
"Be Their Voice Dog Rescue",betheirvoicedogrescue@yahoo.com,760-295-5419,"Vista",CA,92081,
"Beagles & Buddies",beaglesandbuddies@gmail.com,,"Apple Valley",CA,92307,
"Bean's Beagles Dog Rescue",chowsndoxies@aol.com,(714) 397-0705,"Costa Mesa",CA,92627,
"Befriended Felines San Luis Obispo County",befriendedfelines@charter.net,(805) 305-8827,"San Luis Obispo",CA,93401,
"Belleglen Sanctuary",belleglen@hotmail.com,(530) 896-1599,"Chico",CA,95927,
"Beople's Buddies Animal Rescue",beoplesbuddies@gmail.com,4246538251,"Los Angeles",CA,90035,
"Berkeley Animal Care Services",afunghi2@ci.berkeley.ca.us,(510) 981-6600,"Berkeley",CA,94710,
"Berkeley Humane",information@berkeleyhumane.org,510-845-7735,"Berkeley",CA,94710,
"Best Friends Pet Adoption & Spay Neuter Center",adoptla@bestfriends.org,818.643.3989,"Mission Hills",CA,91345,
"BFF K9 Rescue, Inc.",info@bffk9rescue.org,,"Trabuco Canyon",CA,92679,
"BFF Pet Rescue",summer.parker@yahoo.com,,"Cherry Valley",CA,92223,
"Bichon FurKids Rescue",marti@bichonfurkids.org,(858) 408-1937,"Carlsbad",CA,92009,
"Bichon Rescue Brigade",info@bichonrescuebrigade.org,(714) 817-9798,"Orange",CA,92867,
"Bichon Rescue of Orange County",info@bichonrescueoc.org,(866) 822-7909,"Placentia",CA,92871,
"Bichons and Buddies",jc@bichonsandbuddies.com,(310) 995-1975,"Los Angeles",CA,90066,
"Big Dog Rescue",cheryl@homelesshounds.us,707-665-0332,"Penngrove",CA,94951,
"Bitten By A Kitten Rescue (BBAK)",bittenbyakittn@yahoo.com,,"Richmond",CA,94804,
"Blythe Animal Shelter",shelterinfo@rivcocha.org,760 921-7857,"Blythe",CA,92225,
"Border Collies in Need",rescue@bordercolliesinneed.org,,"San Pedro",CA,90732,
"Borrego Animal Rescue",borregoanimalrescue@gmail.com,(888) 775-6789,"Borrego Springs",CA,92004,
"Boston Buddies -So. Calif. Boston Terrier Rescue",contactus@bostonbuddies.org,(310) 364-4543,"Huntington Beach",CA,92648,
"Boxer Rescue LA",adoptions@boxer-rescue-la.com,(310) 862-0044,"Encino",CA,91316,
"Boxers Mutts & Wiggle Butts Rescue Inc",bmwrescue17@gmail.com,,"BAKERSFIELD",CA,93390,
"Brandy Sleddogs Rescue of Central California",brandysleddogsrescue@gmail.com,(831) 206-9226,"Pacific Grove",CA,93950,
"BraveDog Rescue",bravedogrescue@yahoo.com,,"Los Angeles",CA,90026,
"BrightHaven, Bliss Adoption Program",susan_hoffman@yahoo.com,,"Sebastopol",CA,95473,
"Buckingham Cats",angierubin@me.com,3233503677,"Los Angeles",CA,90068,
"Bullies and Buddies",bulliesandbuddies@gmail.com,,"Redondo Beach",CA,90277,
"Bunnies Urgently Needing Shelter",info@bunssb.org,805-683-0521,"Goleta",CA,93111,
"Bunny Bunch Rabbit Rescue",caroline@bunnybunch.org,909-631-9552,"Montclair",CA,91763,
"Bunny World Foundation",info@bunnyworldfoundation.org,(310) 498-8600,"Los Angeles",CA,90027,
"Burbank Animal Shelter",burbankanimalshelter@ci.burbank.ca.us,818-238-3340,"Burbank",CA,91502,
"Butte Humane Society",adoptions@buttehumane.org,(530) 343-7917,"Chico",CA,95928,
"C-S Animal ResQ, Inc.",csanimalresq@gmail.com,323-842-9914,"Azusa",CA,91702,
"C.A.A.T. Rescue",thepetloversguide@comcast.net,(707) 731-9775,"Vallejo",CA,94589,
"C.A.R.E. aka: Cat/Canine Assist. Ref. Educ.",mail@care4pets.org,(818) 685-9980,"Littlerock",CA,93543,
"C.A.R.R.E. CA-AR Retriever Rescue Efforts",carrelabs@yahoo.com,,"Willits",CA,95490,
"CageFree K9 Rescue Foundation",rescue@cagefreek9camp.com,424-258-4150,"Los Angeles",CA,90034,
"Cal State Dog Rescue",calstatedogrescue@outlook.com,408-655-9648,"Campbell",CA,95011,
"Cali_FID Parrot & Exotics Rescue Sanctuary",califidrescue@gmail.com,(209) 988-3506,"Modesto",CA,95351,
"California Animal Shelter Friends",cashelterfriends@yahoo.com,(530) 662-4989,"Woodland",CA,95695,
"California Labradors Retrievers and More",doginfo@labsandmore.org,858-273-5386,"San Diego",CA,92177,
"California Miniature Schnauzer Rescue",schnauzer@dslextreme.com,209 532-8788,"Columbia",CA,95310,
"California Miniature Schnauzer Rescue",canada@dslextreme.com,,"Flintridge",CA,91011,
"California Pit Bull Rescue",californiapitbullrescue@gmail.com,510-463-4277,"Oakland",CA,94611,
"Calys Cats Feline Rescue",sharon@calyscats.org,650-793-4273,"Stanford",CA,94309,
"Camp Cocker Rescue",campcockerinformation@gmail.com,(800) 431-5911,"South San Francisco",CA,94080,
"Camp Four Paws",troy@campfourpaws.com,9256729255,"Clayton",CA,94517,
"Canine & Kitty Co-op",canineandkittycoop@gmail.com,,"Long Beach",CA,90803,
"CARE Companion Animal Rescue Effort",care@carepets.org,(408) 227-2273,"San Jose",CA,95011,
"CARE Rescue LA",info@carerescuela.org,818-850-6581,"Los Angeles",CA,90025,
"Caring 4 Kittens",info@caring4kittens.com,(707) 350-5498,"Williams",CA,95987,
"Caring Arms Rescue, Inc",helpingdogs76@gmail.com,,"Beverly Hills",CA,90210,
"Caring Friends Cat Rescue",caringfriendscatrescuetustin@gmail.com,,"Buena Park",CA,90621,
"Carson Cats Rescue",info@carsoncats.com,(310) 756-0751,"Manhattan Beach",CA,90266,
"Casa de Love",casadeloveanimalrescue@gmail.com,,"Richmond",CA,94801,
"Castaway Paws",castawaypaws@gmail.com,951-349-8834,"San Jacinto",CA,92583,
"Cat AdopTion Service",help2014@catadoptionservice.org,(760) 550-2287,"San Diego",CA,92111,
"Cat Angel Network",pamalah23@gmail.com,(415) 686-6735,"Forest Knolls",CA,94933,
"Cat Clinic",shelterkat@aol.com,949-642-3494,"Costa Mesa",CA,92627,
"Cat Connection",catconnection@sbcglobal.net,(818) 298-3197,"Sherman Oaks",CA,91416,
"Cat Tales Rescue",catinfo@catalesrescue.org,,"Vacaville",CA,95696,
"Catmandoo Rescue",catsfordays@gmail.com,(310) 569-8404,"Marina Del Rey",CA,90292,
"CatPAWS",catpawsdeborah@aol.com,,"Seal Beach",CA,90740,
"Cats About Town Society",andrea@catsabouttown.org,,"Sacramento",CA,95834,
"Cats at the Studios, Inc. (CATS, INC.)",catsatthestudios@yahoo.com,,"Woodland Hills",CA,91364,
"Cats Cradle Rescue",adoptions@catscradlerescue.org,(805) 485-8811,"Ventura",CA,93001,
"Cats In Need",catsinneed@yahoo.com,714-538-6108,"Yorba Linda",CA,92886,
"Cats in Need Chino",gotcatrescue@gmail.com,909-921-7129,"Chino",CA,91710,
"Cats in Need of Human Care",catsinneedfullerton@yahoo.com,(714) 452-4513,"Fullerton",CA,92832,
"Cats in Tow Rescue Sanctuary",catsintow@hotmail.com,(714) 878-1371,"Anaheim",CA,92803,
"Cats' Crossroads",catsxroads@aol.com,(707) 365-5879,"Vacaville",CA,95687,
"Cause for San Bernardino Paws",cause4sbpaws@gmail.com,,"San Bernardino",CA,92407,
"Cavy House Guinea PIg Rescue",cavyhouse@gmail.com,,"La Honda",CA,94020,
"Center for Animal Protection and Education",info@capeanimals.org,831-336-4695,"Grass Valley",CA,95945,
"Central Coast Herding Dog Rescue",info@cchdrescue.org,805 238 1446,"Paso Robles",CA,93446,
"Central Coast SPCA",centralcoastspca@yahoo.com,,"Santa Maria",CA,93455,
"CENTRAL VALLEY RESCUE RAILROAD",cvrr@cvrr.us,559-799-1775,"LINDSAY",CA,93247,
"Chako Pit Bull Rescue",adoptions@chako.org,916-432-3678,"Sacramento",CA,95838,
"Change of Heart Pit Bull Rescue",cohpitbullrescue@yahoo.com,919-706-5265,"Norco",CA,92860,
"Chasing Tails",chasing_tails@hotmail.com,(559) 403-6376,"Fresno",CA,93729,
"Chesapeake Bay Retriever Relief and Rescue",terrysc2@aol.com,5103341044,"San Diego",CA,92007,
"Chews Life Dog Rescue",chewslifedogrescue@gmail.com,619-839-9872,"Los Angeles",CA,90032,
"Chihuahua Haven Rescue",resqpuppies@gmail.com,,"Corona",CA,92883,
"Chows Plus",crazy4chows@sbcglobal.net,,"Sacramento",CA,95842,
"Chula Vista Animal Care Facility",lsepton@ci.chula-vista.ca.us,(619) 691-5174,"Chula Vista",CA,91911,
"Cirby Sunrise Veterinary Clinic",cirbysunrise@aol.com,(916) 780-0551,"Roseville",CA,95661,
"City Lights Foundation",citylightsfoundation@gmail.com,408-782-4768,"Morgan Hill",CA,95038,
"City of Chico Animal Shelter",chicoanimalshelter@yahoo.com,(530) 894-5630,"Chico",CA,95928,
"City of Newman",jfragoza@cityofnewman.com,(209) 862-2902,"Newman",CA,95360,
"City of Oakdale Animal Shelter",albertscoles@hotmail.com,(209) 847-5625,"Oakdale",CA,95361,
"City of Sacramento Animal Care Services",animalcare@cityofsacramento.org,(916) 808-7387,"Sacramento",CA,95818,
"City of Shasta Lake Animal Control",acontrol@cityofshastalake.org,530-275-7480,"Shasta Lake",CA,96019,
"Clearlake Animal Control",mwymer@clearlakepd.org,(707) 994-8251 ext. 115,"Clearlake",CA,95422,
"Clearlake Veterinary Clinic",justinew@clearlakevetclinic.com,707-994-9100,"Clearlake",CA,95422,
"Cloud 10 Cat Rescue",adoptme@cloud10catrescue.com,951-346-9100,"Riverside",CA,92508,
"Coastal German Shepherd Rescue of Southern California",inquiries@coastalgsr.org,(714) 528-4730,"Irvine",CA,92619,
"Coastal K9 German Shepherd Rescue",information@coastalgsrsd.org,858 779-9149,"San Diego",CA,92172,
"Cocker Connection",cockers2love@yahoo.com,(805) 499-4488,"Toluca Lake",CA,91506,
"Colusa County Animal Control",celliott@colusasheriff.com,(530) 458-0229,"Colusa",CA,95932,
"Community Cat Rescue",commcatrescue@gmail.com,650-308-4228,"Palo Alto",CA,94302,
"Community Concern for Cats",communityconcernforcats@gmail.com,,"Walnut Creek",CA,94596,
"Companions In Waiting",companionsinwaiting@yahoo.com,650 328 0474,"Half Moon Bay",CA,94019,
"Compassion Without Borders",adopt@cwob.org,(707) 703-4129,"Santa Rosa",CA,95401,
"Compassionate Animal Rescue for Medical Aid",carmaoc@cox.net,(949) 231-9184,"Mission Viejo",CA,92691,
"Compassionate Pet Sanctuary",paula_hansen@att.net,925-324-0113,"Oakland",CA,94609,
"Contra Costa Humane Society",adoptions@cchumane.org,925-279-2247,"Pleasant Hill",CA,94523,
"Contra Costa Rabbit Rescue",brooke@contracostarabbitrescue.org,925-522-0692,"Antioch",CA,94509,
"Contra Costa SPCA",contracostaspca@yahoo.com,(925) 689-8435,"Concord",CA,94522,
"Copper Hill Animal Clinic",copperhillanimalclinic@gmail.com,661-296-8848,"Santa Clarita",CA,91350,
"Copper's Dream Rescue",staff@coppersdream.org,,"Sunnyvale",CA,94085,
"Cornish Rex Friends",rescue@cornishrexfriends.org,(818) 269-3756,"Glendale",CA,91207,
"Coronado Veterinary Hospital",info@nadovet.com,(619) 435-6281,"Coronado",CA,92118,
"Countryside Rescue & Adoption Center",countrysiderescuesr@gmail.com,707-542-5582,"Santa Rosa",CA,95401,
"County of San Diego Department of Animal Services",dasinfo@sdcounty.ca.gov,619-767-2675,"San Diego",CA,92110,
"Courage to Train",woof@couragetotrain.com,(559) 410-7484,"Exeter",CA,93221,
"creatureKIND",creaturekind@verizon.net,,"Venice",CA,90291,
"D.R.E.A.M. Animal Rescue",dreamanimalrescue@gmail.com,949-836-5664,"Laguna Niguel",CA,92677,
"Dachshund PAWS",paawsplacement@yahoo.com,,"Hesperia",CA,92345,
"Dachshund Rescue of Los Angeles",tamarapitman@gmail.com,310 948-3754,"Los Angeles",CA,90024,
"Dachshunds and Friends Rescue",dachshundsandfriendsrescue@gmail.com,(818) 489-1513,"Burbank",CA,91505,
"Dalmatian Rescue of Southern California, Inc.",dalrescue@sbcglobal.net,(949) 374-1002,"Newport Beach",CA,92660,
"Dalmatian Rescue of West Los Angeles",gmckenzie1@earthlink.net,(310) 889-4731,"Los Angeles",CA,90049,
"Deaf Dog Rescue of America",info@deafdogrescueofamerica.org,,"Santa Clarita",CA,91387,
"Deb's Claws and Paws Rescue",debjackson1@comcast.net,530-763-2770,"Yuba City",CA,95991,
"Deborah's Rescues",crittersandrascals@gmail.com,(858) 602-2061,"Poway",CA,92064,
"Del Norte County Animal Control",jriggs@co.del-norte.ca.us,(707) 464-7235,"Crescent city",CA,95531,
"Del Oro Foundation",heike@delorofoundation.org,(408) 838-5401,"Gilroy",CA,95020,
"Delaney's Dog",delaneysdog@gmail.com,818-602-2212,"Van Nuys",CA,91406,
"Delta Animals Safe Haven (DASH)",sheila.clute@deltaanimals.org,925-219-0151,"Antioch",CA,94531,
"Delta Humane Society & S.P.C.A.",kayla@deltahumanesociety.com,(209) 466-0339,"Stockton",CA,95215,
"Deserving Pets Rescue",deservingpetsrescue@gmail.com,,"Red Bluff",CA,96080,
"Designer Dog Rescue",designerdogrescue@gmail.com,,"Sylmar",CA,91342,
"Dharma Dog Movement, Inc.",adopt@dharmadogmovement.org,,"Palm Springs",CA,92264,
"Divine Intervention",on-the-spot@sbcglobal.net,,"Meadow Vista",CA,95722,
"Doggie Bonez, Inc.",doggiebonezrescue@gmail.com,(714) 381-4344,"San Juan Capistrano",CA,92675,
"Doggie Protective Services",info@dpsrescue.com,,"Palo Alto",CA,94306,
"Doggone Crazy Animal Rescue, Inc.",info@doggonecrazyrescue.org,323-919-1800,"Los Angeles",CA,90046,
"Doggy Smiles Rescue",doggysmilesrescue@yahoo.com,(661) 816-1265,"Lancaster",CA,93536,
"Dogma Animal  Rescue",adoptions@dogmaanimalrescue.org,,"Monte Rio",CA,95462,
"Dogs Fur Days",info@dogsfurdays.org,,"San Diego",CA,92116,
"Dogs In Need Organization",sue@dogsinneedorg.com,714)404-4208,"Laguna Hills",CA,92653,
"Dogs Without Borders",hannah.dogswithoutborders@gmail.com,,"Los Angeles",CA,90048,
"Dogz In Need",dogzinneed@yahoo.com,(760) 390-8973,"Fallbrook",CA,92028,
"DogZone Rescue",dogzonerescue@yahoo.com,,"San Francisco",CA,94116,
"Domino Effect Animal Rescue",info@dominoeffectanimalrescue.org,,"Temecula",CA,92592,
"Downtown Dog Rescue",adopt@downtowndogrescue.org,818-407-4145,"Pasadena",CA,91109,
"DR Doghouse Bully Crew Rescue",doghousebullycrew@gmail.com,661-388-8704,"Studio City",CA,91604,
"du Clos de la Fourriere",pamgreen@cal.net,(530) 756-2997,"Davis",CA,95616,
"Dublin Creek Animal Foundation",info@dublincreekkennel.com,925-828-5355,"Dublin",CA,94568,
"Dusty Paws Rescue, Inc.",dustypawsrescue@aol.com,510-886-8925,"CASTRO VALLEY",CA,94546,
"East  County Animal Rescue",info@eastcountyanimalrescue.org,(619) 742-5280,"El Cajon",CA,92022,
"East Bay Animal Rescue & Refuge (EBARR)",animalrescue@ebarr.org,(925) 222-7047,"Concord",CA,94518,
"East Bay Rabbit Rescue",eastbayrabbit@gmail.com,,"Livermore",CA,94550,
"East Bay SPCA- Dublin Adoption Center",customercare@eastbayspca.org,925-479-9670,"Dublin",CA,94568,
"East of Eden Canine Rescue",eoerescue@yahoo.com,925-980-3035,"Tracy",CA,95376,
"Eastwood Ranch Foundation",maissad@eastwoodranch.org,,"Los Angeles",CA,90067,
"El Dorado Co. Animal Services - S. Lake Tahoe",susan.baumflek@edcgov.us,530-573-7925,"South Lake Tahoe",CA,96150,
"El Dorado County German Shepherd Rescue",edcgsr@edcgsr.com,530-677-6444,"Shingle Springs",CA,95682,
"Endless Pawsibilities",dogpaws4u@gmail.com,,"Glendora",CA,91740,
"Engelman Rescue",twistofnothing@yahoo.com,3108553407,"Los Angeles",CA,90016,
"English Springer Rescue America, Inc.",kateee@verizon.net,,"Northridge",CA,91326,
"ESCALON ANIMAL SHELTER",escalonshelter@yahoo.com,(209) 838-9908,"Escalon",CA,95320,
"Eskie Rescuers United American Eskimo Dog Rescue",contact@eskierescuers.org,,"La Mesa",CA,91941,
"Every Pet's Dream",everypetsdream@gmail.com,,"Santa Clara",CA,95050,
"EZ Heart & Soul Rescue",ezheartandsoulrescue@gmail.com,http://www.ezheartandsoulrescue.com/,"Acton",CA,93510,
"Family Additions",familyadditionsla@yahoo.com,(310) 548-4028,"Rancho Palos Verdes",CA,90275,
"Family Dog Rescue",adopt@ilovefamilydog.org,,"San Francisco",CA,94103,
"Fat Cat Rescue",adoptions@fatcatrescue.org,,"Mountain View",CA,94041,
"Fat Kitty City",cmkitty58@gmail.com,(916) 939-3418,"El Dorado Hills",CA,95762,
"Feline Friends Network",adoptions@felinefriendsnetwork.org,(650) 566-8287,"Stanford",CA,94305,
