Name,Email,Phone,City,State,Zip,Website
"Camp Chaos Puppy Rescue",info@campchaospuppyrescue.org,,"House Springs",MO,63051,
"CARRMISSOURI",carrmissouricampus@gmail.com,,"Holden",MO,64040,
"Carthage Humane Society",neuterorspay@yahoo.com,417.358.6402,"Carthage",MO,64836,
"Central Aussie Rescue and Support",centralaussierescue@gmail.com,,"Overland",MO,63114,
"Central Missouri Humane Society",staff@cmhspets.org,(573) 443-7387,"Columbia",MO,65202,
"Chain of Hope",cohadoptions@gmail.com,(816) 221-8080,"Kansas City",MO,64105,
"Changing Leads Equine Rescue",changingleadsrescue@gmail.com,(816) 226-7145,"Kansas City",MO,64152,
"Chihuahua Rescue Midwest",pat.keeney@charter.net,,"Saint Peters",MO,63376,
"Chow Rescue of MO",woof3x@swbell.net,,"Saint Louis",MO,63122,
"City of Aurora Animal Control",animalcontrol@aurora-cityhall.org,(417) 678-5025,"Aurora",MO,65605,
"City of Bolivar Animal Pound",animal@bolivarpolice.org,(417) 328-5896,"Bolivar",MO,65613,
"City of Gladstone Animal Control",bethg@gladstone.mo.us,816-436-1810,"Gladstone",MO,64119,
"City of Oak Grove Animal Control",mkeedwell@cityofoakgrove.com,,"Oak Grove",MO,64075,
"City of Smithville Animal Shelter",smvwater@sbcglobal.net,816-532-0577,"Smithville",MO,64089,
"City of St. Charles Animal Control",info@shelter-friends.com,636-949-3395,"Saint Charles",MO,63301,
"City of St. Louis Animal Care & Control",adoption@strayrescue.org,(314) 771-6121,"Saint Louis",MO,63103,
"Clinton Animal Shelter",clintonanimalshelter@yahoo.com,(660) 885-7999,"Clinton",MO,64735,
"Coalition for Animal Rescue Education",karen21751@gmail.com,636-208-6267,"Hillsboro",MO,63050,
"Companion Pet Rescue",suzy@companionpetrescue.com,,"North Kansas City",MO,64116,
"Country Acres Rescue",countryacresrescue@gmail.com,(636) 577-2007,"Manchester",MO,63011,
"Creatures By Theresa",cbtzooandrescue@gmail.com,(816) 377-5472,"Saint Joseph",MO,64503,
"Crestwood Animal Shelter",mary@balles.us,(314) 607-1884,"Crestwood",MO,63126,
"Dent County Animal Welfare Society",topaz3@embarqmail.com,573-308-6365,"Salem",MO,65560,
"Dexter Animal Shelter",animalshelter@dexterpd.com,(573) 624-5512 ext. 7,"Dexter",MO,63841,
"Dirk's Fund",critters@dirksfund.com,314 966 3326,"Saint Louis",MO,63122,
"Dog Saver",dog-saver@hotmail.com,(636) 667-0295,"Washington",MO,63090,
"Dogs by Debin",dogsbydebin@gmail.com,(816) 298-9997,"Kansas City",MO,64153,
"Dogwood Animal Shelter",dogwoodshelter@hotmail.com,573-348-4411,"Osage Beach",MO,65020,
"Eden Animal Haven",anmlhaven@gmail.com,417-399-4159,"Brighton",MO,65617,
"Even Chance St. Louis",info@evenchance.org,,"Des Peres",MO,63131,
"Every Cat Counts",deanna3344@yahoo.com,(816) 520-9169,"Dearborn",MO,64439,
"Faery Tails Corgi Rescue of St. Louis Inc.",information@corgirescuestlouis.org,573-243-4955,"Saint Louis",MO,63119,
"Faithful Friends Animal Advocates, Inc",ffaaneosho@yahoo.com,417-592-2512,"Neosho",MO,64850,
"Farmington Pet Adoption Center",help@farmingtonpet.org,573-756-8658,"Farmington",MO,63640,
"Feline Friends of Missouri Inc.",felinefriendsofmo@gmail.com,,"Saint Peters",MO,63376,
"Felines Forever",felinesforever@hotmail.com,(314) 707-0795,"St. Louis",MO,63132,
"Field of Dreams Rescue",fodr06@yahoo.com,(660) 342-6023,"Kirksville",MO,63501,
"Five Acres Animal Shelter",canines@fiveacresanimalshelter.org,(636) 949-9918,"Saint Charles",MO,63303,
"Franklin County Humane Society",jean@fchsmo.org,(636) 583-4300,"Union",MO,63084,
"Friends Of Animals",foa@socket.net,(573) 392-3362,"Eldon",MO,65026,
"Friends of Parkville Animal Shelter",friendsofparkville@hotmail.com,816-587-0918,"Parkville",MO,64152,
"Friends of the Animal Shelter of St. Joseph, Inc. petforu.com",evanover@live.com,816-271-4877,"Saint Joseph",MO,64504,
"Friends of the Friendless Animal Rescue Group",lexingtonsaveanimals@yahoo.com,(816) 200-9571,"Lexington",MO,64067,
"Frisky Whiskers",friskywhiskers@hotmail.com,(636) 343-7106,"Saint Louis",MO,63126,
"Furever Friends Courtesy Page",dognme62@gmail.com,,"Raymore",MO,64083,
"Furry Kids Refuge",info@furrykidsrefuge.org,email only please,"Kansas City",MO,64133,
"Gateway Pet Guardians",adopt@gatewaypets.com,(314) 664-7398,"Saint Louis",MO,63118,
"Grain Valley Animal Control",jsparks@grainvalleypolice.org,(816) 847-6264,"Grain Valley",MO,64029,
"Green Hills Animal Shelter",greenhillsanimalshelter@hotmail.com,(660) 359-2700,"Trenton",MO,64683,
"Greyhound Pet Adoption - Springfield MO",alanegreyhound@gmail.com,417-883-8156,"Springfield",MO,65804,
"Happy Hearts Animal Rescue Ranch",happyheartsanimalrescue@yahoo.com,314-735-1058,"Fenton",MO,63026,
"Harter's Hospice Rescue",hhr.rescuingoldfaithful@gmail.com,,"Pevely",MO,63070,
"HavaHeart Rescue",sara@havaheartrescue.org,4174140851,"Springfield",MO,65814,
"Haven of the Ozarks Animal Sanctuary",thehaven@centurylink.net,(417) 835-3647,"Washburn",MO,65772,
"Heart of America Newfoundland Rescue",beardogs1@msn.com,,"Lee's Summit",MO,64064,
"Heartland Humane Society of Missouri",info@hhsrescue.org,636-922-0569,"O'Fallon",MO,63376,
"HELP Humane",cyndi@helphumane.org,816-318-HELP,"Belton",MO,64012,
"High Tails Animal Sanctuary",hightailsanimalsanctuary@gmail.org,817-964-7099,"Mount Sterling",MO,65062,
"Home 2 Home Canine Orphanage",veronicamaria781@yahoo.com,,"Pacific",MO,63069,
"Hootie's Rescue Haven",kvet1004@gmail.com,314-766-8336,"St. Clair",MO,63077,
"Hope 4 Paws Rescue",laurasafron@yahoo.com,(314) 564-2078,"Chesterfield",MO,63017,
"Hotel McColm",dennimccolm@yahoo.com,(417) 777-1560,"Fair Play",MO,65649,
"Humane Society of Missouri",hcityadoptioncenter@hsmo.org,314-951-1562,"Saint Louis",MO,63110,
"Humane Society of Missouri--Chesterfield Valley Center",chesterfield-adoption@hsmo.org,636-530-0806,"Chesterfield",MO,63017,
"Humane Society of Missouri-Longmeadow Rescue Ranch",longmeadowrescueranch@hsmo.org,(636) 583-8759,"Union",MO,63084,
"Humane Society of Missouri-St. Louis County",hcountyadoptioncenter@hsmo.org,314-951-1588,"Maryland Heights",MO,63043,
"Humane Society of Ray County",kramer_julie@sbcglobal.net,(816) 504-7843,"Richmond",MO,64085,
"Humane Society of Southeast Missouri",hssemo@semopets.org,(573) 334-5837,"Cape Girardeau",MO,63701,
"Humane Society of SW Missouri",sdavis@hsswmo.org,4178332526,"Springfield",MO,65803,
"I Am Ferret",supportaferret@iamferret.org,,"Liberty",MO,64068,
"I'm your Huckleberry Rescue",huckleberryrescue@gmail.com,(417) 456-9195,"Pineville",MO,64856,
"J.E.M. Pet Rescue",jempetrescue@yahoo.com,,"Crane",MO,65633,
"Joplin Humane Society",info@joplinhumane.org,417-623-3642,"Joplin",MO,64801,
"Journey Home German Shepherd Dog Rescue",journeyhomegsd@gmail.com,,"Jefferson City",MO,65110,
"Judy's Forgotten Jewells",judysforgottenjewells@yahoo.com,,"St. Louis",MO,63109,
"Kansas City Siamese Rescue",info@kcsiameserescue.org,816.331.9700,"Lee's Summit",MO,64063,
"Karma's Rescue",karmasrescue@hotmail.com,(816) 509-6006,"Blue Springs",MO,64014,
"KC Pet Project",adoptions@kcmo.org,(816) 513-9821,"Kansas City",MO,64129,
"Kitten Division",kittendivision@gmail.com,(573) 336-3939,"Saint Robert",MO,65584,
"Kitty Cat Connection",savingcatslives@gmail.com,816-510-4400,"Kansas City",MO,64155,
"Kristina's Kritter's",kristinawak@yahoo.com,,"Cabool",MO,65689,
"Lamar Animal Shelter",salexander@lamarmo.org,(417) 682-3546,"Lamar",MO,64759,
"Liberty Animal Shelter",aco@libertymo.gov,(816) 439-4791,"Liberty",MO,64068,
"LL Dog Rescue",lldogrescue@yahoo.com,,"Kansas City",MO,64131,
"Long Veterinary Clinic",lvcadopt@yahoo.com,816-635-6616 Ext. 1,"Kearney",MO,64060,
"Lost Tails Animal Rescue",jrose_w@yahoo.com,417-840-7426,"Seymour",MO,65746,
"Love A Golden Rescue",adoption@loveagolden.com,(314) 963-5232,"Saint Louis",MO,63146,
"Loving Paws Adoption Center",lovingpawsadoptioncenter@gmail.com,573-736-2088,"Crocker",MO,65452,
"Lucky 13 Rescue Inc.",info@lucky13rescue.org,(816) 313-8229,"Drexel",MO,64742,
"Lucky K9 Rescue - St. Charles, MO",luckyk9rescue@gmail.com,,"St. Charles",MO,63303,
"M'Shoogy's Emergency Animal Rescue",info@mshoogys.com,(816) 561-1635,"Savannah",MO,64485,
"Missouri House Rabbit Society",mo_hrs@hotmail.com,314-995-1457,"Chesterfield",MO,63006,
"Missouri House Rabbit Society- Kansas City",hrsmissouri@aol.com,816-356-3900,"Lee's Summit",MO,64063,
"Missouri Pit Bull Rescue",mprvols@googlegroups.com,Please e-mail only,"Kansas City",MO,64111,
"Missouri Puppy Mill Rescue",mopuppymillrescue@gmail.com,,"Belton",MO,64012,
"Missouri/Kansas IG Rescue",kellersmom@hotmail.com,,"Springfield",MO,65807,
"Mo Min Pin Rescue",mominpinrescue@gmail.com,,"Hazelwood",MO,63042,
"MoKan Greyhound Adoption",adopt@mokangreyhounds.org,(816) 278-9430,"Independence",MO,64051,
"Montgomery City Animal Shelter/Project Precious Paws",projectpreciouspaws@hotmail.com,1-573-310-4979,"Montgomery City",MO,63361,
"Mutts -n- Stuff",muttsnstuff@yahoo.com,314.306.6888,"Saint Charles",MO,63303,
"Needy Paws Rescue",needypawsstl@gmail.com,,"St. Louis",MO,63125,
"Nevada Animal Shelter",lbaldwin@nevadamo.gov,(417) 448-5109,"Nevada",MO,64772,
"New Beginnings Cat and Dog Rescue",kidseverywhere@msn.com,(314) 603-3882,"O'Fallon",MO,63366,
"New Nodaway Humane Society",nnhsmanager@embarqmail.com,(660) 562-3333,"Maryville",MO,64468,
"Newborn Rescue",pendragon11@sbcglobal.net,,"Kansas City",MO,64134,
"No Time To Spare Animal Rescue and Sanctuary",nttsars@yahoo.com,816-465-2686,"Foristell",MO,63348,
"Opie's Special Needs English Bulldog Rescue",julie12901@hotmail.com,,"Springfield",MO,65804,
"Ozark Haven Rescue",ozarkhavenrescue@yahoo.com,Email contact please,"Cabool",MO,65689,
"Ozarks Kat and K9 Shelter",sbrooks@ozarkskatandk9.com,(573) 374-2629,"Laurie",MO,65038,
"PALS Animal Shelter of Lincoln County, Missouri",shelter@pals-pets.com,636-338-1818,"Hawk Point",MO,63349,
"Paws and Hands United",pawsandhandsunited@gmail.com,417-332-7557,"Branson",MO,65616,
"Pawsibilities Are Endless",pawsibilities@ymail.com,(660) 351-5879,"Windsor",MO,65360,
"People Helping Paws",peoplehelpingpaws@yahoo.com,,"Jefferson City",MO,65102,
"Pet Rescue Network",petrescuenetworkstl@gmail.com,(314) 995-9260,"High Ridge",MO,63049,
"Pet Rescue Services",spayapet@yahoo.com,(636) 629-8781,"Lonedell",MO,63060,
"Pet's Second Chance Pembroke Welsh Corgi Rescue",claireelizabeth@petssecondchance.org,,"Chesterfield",MO,63017,
"Phelps County Animal Welfare League",info@pcawl.org,573-426-4043,"Rolla",MO,65402,
"Piedmont Pound Paws, Inc.",debbieurbanlpc@aol.com,,"Piedmont",MO,63957,
"Polk County Humane Society",goingtothedogs1@windstream.net,417-777-DOGS (3647),"Bolivar",MO,65613,
"Pound Pullers of Lebanon, MO, Inc",adoptioncoordinator.pplmo@gmail.com,(417) 718-8956,"Lebanon",MO,65536,
"Protective Animal Welfare Society (PAWS)",outlaw7148@yahoo.com,,"Kansas City",MO,64114,
"Purrfect Paradise, Inc.",coquina2@aol.com,,"Kansas City",MO,64151,
"R.A.V.E. Rescue, Inc",r.a.v.e.rescue@gmail.com,(417) 646-2323,"Osceola",MO,64776,
"REGAP (Retired Greyhounds As Pets)",information@kcregap.org,816-763-3333,"Kansas City",MO,64138,
"Rescue One",rescueonespringfield@gmail.com,,"Springfield",MO,65804,
"Retrievers and Friends of St. Louis",williams_reporting@yahoo.com,3147507484,"Eureka",MO,63025,
"River Hill Animal Rescue",riverhillrescue@yahoo.com,,"Warsaw",MO,65355,
"Route 66 Rescue Inc.",route66rescue@yahoo.com,(417) 581-6666,"Nixa",MO,65714,
"Safe Harbor Animal Sanctuary Inc",justmetica@gmail.com,573-243-9823,"Jackson",MO,63755,
"Saline Animal League",marshallanimalshelter@yahoo.com,660-831-0420,"Marshall",MO,65340,
"Save A Retriever Network",minyamin@yahoo.com,,"Columbia",MO,65203,
"Saving Dogs 4 Paws at a Time",sds4ptime@gmail.com,660 263 7634,"Huntsville",MO,65259,
"Saving G.R.A.C.E.",savinggracestl@gmail.com,314-435-3128,"Saint Louis",MO,63129,
"SDC Rescue",sdcsaintbernardrescue@gmail.com,(573) 259-4485,"Bourbon",MO,65441,
"Second Chance",info@columbia2ndchance.org,660-882-5050,"Columbia",MO,65205,
"Second Chance Sheltie Rescue",sheltierescue@sheltie4me.com,888 873 5443,"Maryland Heights",MO,63043,
"Serendipity German Shepherd Dog Rescue",serendipity.email@gmail.com,,"Chesterfield",MO,63006,
"Sheltie Shack Rescue",sheltieshackrescue@gmail.com,(417) 858-8581,"Shell Knob",MO,65747,
"SOAR-Stray and Orphaned Animal Rescue",strayandorphanedanimalrescue@gmail.com,(951) 205-0626,"O'Fallon",MO,63366,
"Soft Hearts for Sad Eyes Animal Rescue",shserescue@gmail.com,,"Seneca",MO,64865,
"Spare Cat Rescue",spare_cat_rescue@yahoo.com,417-358-6808,"Carthage",MO,64836,
"SpotSavers Dalmatian Assistance League",spotsavers@att.net,314-842-8958,"Saint Louis",MO,63126,
"St. Animal Pet Adoptions",stanimalpetadoptions@gmail.com,(314) 852-8820,"St. Ann",MO,63074,
"St. Charles County Pet Adoption Center",pets@sccmo.org,(636) 949-7387,"Saint Peters",MO,63376,
"St. Louis Chinchilla Rescue",stlchinchillarescue@yahoo.com,,"St. Charles",MO,63304,
"St. Louis Pet Rescue",contact@stlpetrescue.com,(314) 827-5543,"Ballwin",MO,63011,
"St. Louis Senior Dog Project",ellene9466@aol.com,(636) 671-7223,"Saint Louis",MO,63139,
"STAR - St. Louis Avian Rescue",info@staravian.org,314-995-6233,"Ballwin",MO,63011,
"Stepping Stone Bully Rescue",vettech031309@live.com,,"O'Fallon",MO,63366,
"Stover Animal Rescue",stoveranimalrescue@gmail.com,(573) 377-4355,"Stover",MO,65078,
"Stray Haven Feline Rescue, Inc.",havenforhomeless@sbcglobal.net,,"St. Louis",MO,63119,
"Stray Paws Rescue",straypawsrescue@gmail.com,(314) 669-6131,"St Louis",MO,63143,
"Sue's Sweeties",sues.sweeties@gmail.com,(314) 330-8445,"O Fallon",MO,63366,
"Tenth Life Cat Rescue",adoptions@tenthlifecats.org,314-808-2454,"St. Louis",MO,63118,
"The All Pet Brigade Foundation, Inc.",theallpetbrigade@gmail.com,(816) 835-0320,"Oak Grove",MO,64075,
"The Animal Rescue Alliance (T.A.R.A.)",email@tarasdream.org,,"Independence",MO,64052,
"The Cat Network",info@catnetwork.org,(636) 386-7877,"Eureka",MO,63025,
"The Feral Companion",theferalcompanion@yahoo.com,,"Saint Louis",MO,63139,
"The Goode Life Rescue",adopt@glrescue.com,(314) 226-3814,"Herculaneum",MO,63048,
"The Least of These K9 Rescue",theleastofthesek9rescue@yahoo.com,(417) 827-3205,"Fordland",MO,65652,
"The Schnauzer Ranch",schnauzerranch@att.net,(573) 330-1787,"Bonne Terre",MO,63628,
"Thistle Hill Rescue",thistle88@centurytel.net,573-953-0523,"Birch Tree",MO,65438,
"Tri-Lakes Humane Society",pets4u@centurylink.net,417-272-8113,"Reeds Spring",MO,65737,
"Unchained Melodies Dog Rescue",unchainedmelodiesinc@gmail.com,(239) 213-8174,"Columbia",MO,65255,
"Vet-Pet Rescue",vetpetrescue1@gmail.com,314-800-4321,"Chesterfield",MO,63017,
"WarmFuzzy's",warmfuzzysorg@gmail.com,(816) 382-2876,"Drexel",MO,64742,
"Warrensburg Animal Shelter",sarah.patton@warrensburg-mo.com,660-747-7156,"Warrensburg",MO,64093,
"Warrenton Animal Shelter",bklingler@warrenton-mo.org,(636) 456-8707,"Warrenton",MO,63383,
"Watching Over Whiskers",whiskers.fund@gmail.com,(417) 324-4486,"Springfield",MO,65804,
"Wayside Waifs Animal Shelter",adoptions@waysidewaifs.org,(816) 761-8151,"Kansas City",MO,64137,
"Western Missouri Basset Rescue Inc.",chris@wmbri.org,,"Raytown",MO,64138,
"Whiskers West Rescue",whiskerswest@gmail.com,(636) 391-0200,"Ellisville",MO,63011,
"Windsor Animal Control-(WACO)",utilityclerk@cityofwindsormo.com,660-647-3512,"Windsor",MO,65360,
"Windy Hill Dog Haven",petslive03@gmail.com,,"Green Ridge",MO,65332,
"Wonder Weims Rescue",weimmom14@yahoo.com,,"St. Louis",MO,63129,
"Wright Way Animal Compassion Assn",nance7@centurytel.net,417-259-0073,"Mountain Grove",MO,65711,
