Name,Email,Phone,City,State,Zip,Website
"Newfoundhaven",newfoundhaven@outlook.com,(918) 370-7176,"Wagoner",OK,74467,
"Noble County PAWs",noblecountypaws@yahoo.com,(580) 336-3091,"Perry",OK,73077,
"OK Save a Dog",k9saver@gmail.com,,"Prague",OK,74864,
"OKAdoptADog",okadoptadog@aol.com,,"Harrah",OK,73045,
"Okie Dokie Cocker Spaniel Rescue",doglover7434@gmail.com,417/529-8748 (Cell),"Grove",OK,74345,
"Oklahoma Beagle Rescue",okbeagles@yahoo.com,405-227-9879,"Norman",OK,73071,
"Oklahoma City Animal Welfare Division",animalwelfare@okc.gov,405-297-3100,"Oklahoma City",OK,73129,
"Oklahoma Jack Russell Rescue",okjrtrescue@dogsweetdog.com,405.826.3691,"Choctaw",OK,73020,
"Oklahoma Orphaned Poodle Services",oopsrescue@cox.net,(918) 698-4658,"Tulsa",OK,74114,
"Oklahoma Russell Rescue Inc",lemons750@aol.com,(918) 798-3363,"Glenpool",OK,74033,
"Oklahoma Thoroughbred Retirement Program",dbrook4000@aol.com,,"Blanchard",OK,73010,
"Oklahoma Westie Rescue",adoption@okwestierescue.com,,"Bixby",OK,74008,
"Okmulgee Humane Society",okmhumsoc@sbcglobal.net,918-759-2000,"Okmulgee",OK,74447,
"One by One Friends of Animals",administrator@onebyoneanimal.org,9188578140,"Owasso",OK,74055,
"Our Little Rat Rescue, Inc. - Oklahoma",ourlittleratrescue@yahoo.com,(405) 201-3481,"Oklahoma City",OK,73162,
"Owasso Feline Rescue",owassofelinerescue@yahoo.com,(918) 688-1661,"Owasso",OK,74055,
"Partnering for Pets, Inc.",info@partneringforpets.org,(918) 998-7388,"Tulsa",OK,74137,
"PAW First Rescue",gracelake@pawfirst.com,(580) 716-5205,"Ponca City",OK,74604,
"Paws and Hooves Rescue Foundation",petdoctor@windstream.net,918-696-5867,"Stilwell",OK,74960,
"Pawsitive Options 4 Adoption of Lawton-Comanche County Humane Society",camposdl62@yahoo.com,(580) 355-7729,"Lawton",OK,73502,
"Perry Humane Society",perryhumanesociety@gmail.com,(405) 534-5033,"Perry",OK,73077,
"Pet Adoption and Welfare Services of OK (PAWS-OK)",pawsokrescue@gmail.com,(405) 204-3964,"Oklahoma City",OK,73139,
"Pet Angels Rescue",contact@petangelsrescue.org,,"Edmond",OK,73083,
"Pets & People Humane Society",info@petsandpeople.com,(405) 350-7387,"Yukon",OK,73085,
"Pit Bull Rescue Oklahoma",pbroklahoma@yahoo.com,,"Blanchard",OK,73010,
"PitEssentials Rescue, Inc",pitessentials@yahoo.com,405-436-7673,"Noble",OK,73068,
"Ponca City Humane Society",pchumane@gmail.com,(580) 767-8877,"Ponca City",OK,74604,
"Pontotoc Animal Welfare Society",pawsnada@yahoo.com,580-332-5233,"Ada",OK,74820,
"Poteau Valley Humane Society",poteaupets@clnk.com,918-649-0986,"Poteau",OK,74953,
"Rainy Day Rescue",rainydayrescueorg@gmail.com,,"Kellyville",OK,74039,
"Rescued 'n Ready Animal Foundation",amyh@rescuednready.com,918-365-2099,"Tulsa",OK,74136,
"RockySpot Rescue Inc. (Dalmatian)",dals@rockyspot.org,405-699-7358,"Newcastle",OK,73065,
"Rogers County Humane Society",djtheenforcer@aol.com,(918) 636-7832,"Claremore",OK,74018,
"Route 66 Pet Rescue",route66petrescuetulsa@gmail.com,918-402-9696,"Tulsa",OK,74152,
"S.H.E.B.A. Rescue Foundation,Inc.",sheba1rescue@yahoo.com,918-902-9078,"Glenpool",OK,74033,
"Safe Haven Animal Rescue",info@safehavenanimalrescue.org,Message Line: (405) 463-1556,"Warr Acres",OK,73122,
"SafHaven Animal Rescue Society",safhavenanimalrescue@aol.com,405-788-4108,"McLoud",OK,74851,
"Sapulpa Furry Friends",foster4sff@gmail.com,(539) 777-0991,"Sapulpa",OK,74066,
"Save Our Souls Rescue",catopen@cableone.net,,"Miami",OK,74354,
"Saving Pets At Risk (SPAR)",savingpetsatrisk@yahoo.com,405-702-7727,"Shawnee",OK,74801,
"Saving Whiskers and Tails",swatbox44@gmail.com,9186056516,"Pryor",OK,74362,
"Second Chance Animal Sanctuary",general@secondchancenorman.com,405-321-1915,"Norman",OK,73070,
"Second Chance Pet Rescue of Grove and Grand Lake",hsgrove@att.net,918  786-7630,"Grove",OK,74344,
"Seminole Humane Society",seminolehumanesociety@petlover.com,405-380-3976,"Seminole",OK,74818,
"Single Dog Seeking",singledogseeking@yahoo.com,,"Tulsa",OK,74136,
"Skiatook Paws and Claws Animal Rescue",skpawsclawsresc@yahoo.com,,"Owasso",OK,74055,
"Small Paws Rescue Inc.",adoptionspf@smallpawsrescue.org,,"Tulsa",OK,74107,
"Southwest Oklahoma Animal Network",swoan@swbell.net,580-482-8945,"Altus",OK,73521,
"Spots & Nots",corkymurphy@hotmail.com,,"Oklahoma City",OK,73107,
"Stephens County Humane Society, OK",schs@att.net,(580) 252-7387,"Duncan",OK,73533,
"Stillwater Animal Welfare",animalwelfare@stillwater.org,405-372-0334,"Stillwater",OK,74074,
"Street Cats Inc",cats@streetcatstulsa.org,918.298.0104,"Tulsa",OK,74145,
"Tall Tails Rescue",talltailsrescue@yahoo.com,9182370270,"Wagoner",OK,74477,
"The Bella Foundation",info@thebellafoundation.org,1-866-318-7387,"Oklahoma City",OK,73120,
"The Underdogs Rescue Inc.",theunderdogsrescue@gmail.com,405-593-8671,"Choctaw",OK,73020,
"Tiny Paws Kitten Rescue",tinypawsok@gmail.com,405 612-0071,"Stillwater",OK,74074,
"Tiny Tails Small Dog Rescue",tinytailssmalldogrescue@aol.com,405-651-6180,"Midwest City",OK,73110,
"Tulsa Animal Welfare",ccurtis@cityoftulsa.org,(918) 596-8000,"Tulsa",OK,74115,
"Tulsa SPCA",adoptions@tulsaspca.org,(918) 428-7722,"Tulsa",OK,74110,
"Wags to Whiskers Inc.",adoptawag@aol.com,,"Tuttle",OK,73089,
"Ward-Wiseman Animal Haven",safetigers@aol.com,918 371-1009,"Collinsville",OK,74021,
"Washington County SPCA",adoptions@wcspca.org,918-336-1577,"Bartlesville",OK,74003,
"Wee Bee Benji Come Home Inc",weebeebenjicomehome@gmail.com,(580) 585-3021,"Walters",OK,73572,
"West Siloam Springs Animal Shelter",connief7648@gmail.com,918-868-4404 or 479-422-4247,"Colcord",OK,74338,
"Western Animal Resources (W.A.R.)",war4them@gmail.com,580-821-1463,"Elk City",OK,73644,
"WindDance Animal Rescue",winddanceanimalrescue@gmail.com,,"Coweta",OK,74429,
"Zoi's Animal Rescue",zoianimalrescue@yahoo.com,(918) 928-9647,"Claremore",OK,74018,
