Name,Email,Phone,City,State,Zip,Website
"Comanche Animal Shelter",comancheapa@gmail.com,817-845-2169,"Comanche",TX,76442,
"Commerce Animal Shelter",commerceanimals@gmail.com,(903) 886-1160,"Commerce",TX,75428,
"Community Misfits Animal Rescue",misfitsrescue@yahoo.com,,"Lorena",TX,76655,
"Companion Animal Network",can.adoptions@yahoo.com,903-967-3226,"Carrollton",TX,75006,
"Companion Connection",villagerescue@gmail.com,(512) 285-5620,"Elgin",TX,78621,
"Concho Valley PAWS",adopt@conchovalleypaws.org,325-653-8056,"San Angelo",TX,76905,
"Converse Animal Shelter Inc",casipets@sbcglobal.net,(210) 658-4821,"Converse",TX,78109,
"Coppell Humane Society",moreinfo@coppellhumanesociety.com,972-462-1121,"Coppell",TX,75019,
"Corgi & Critters N.E.T. Rescue, Inc.",faerydogrescue@gmail.com,,"Graham",TX,76450,
"Corridor Rescue Inc.",adopt@corridorrescue.org,,"Spring",TX,77391,
"Country Ladies Rescue",animalrescue_15@yahoo.com,903-316-8485,"Bullard",TX,75757,
"Cowboy Capital Pet Assistance League Inc.",maudreyh@aol.com,(210) 867-1769,"Bandera",TX,78003,
"Cowtown Loves Animal Shelter Pets",cowtownpets@gmail.com,(817) 886-7300,"Fort Worth",TX,76108,
"Crossed Paws Animal Haven",rescue@crossedpawsanimalhaven.org,,"McKinney",TX,75070,
"Crystal's Cats & Dogs Rescue",marie3ms@gmail.com,,"Houston",TX,77057,
"CTBR",chunkytrunks@sbcglobal.net,,"Pearland",TX,77511,
"Cuz i Matter Animal Rescue",cuzimatteranimalrescue@gmail.com,,"Pflugerville",TX,78691,
"Cypress Lucky Mutt Rescue",luckymuttrescuecypress@gmail.com,,"Cypress",TX,77433,
"Dachshund Rescue of Houston",adoptions@droh.org,,"Houston",TX,77003,
"Dallas Animal Services & Adoption Center",dasadopt@dallascityhall.com,214-671-0249,"Dallas",TX,75212,
"Dallas Cat Lady Adoptions",dallascatladyadoptions@gmail.com,214-766-6741,"Dallas",TX,75228,
"Dallas DogRRR",adopt@dallasdogrrr.org,4697672355,"Allen",TX,75013,
"Dallas Fort Worth Labrador Rescue",adoptions@dfwlabrescue.org,(469) 213-0271,"Dallas",TX,75023,
"Dallas Pets Alive",adopt@dallaspetsalive.org,(214) 444-9372,"Dallas",TX,75219,
"Dallas Street Dog Advocates",adopt@dallasstreetdogadvocates.org,,"Richardson",TX,75080,
"Dallas-Fort Worth Dachshund Rescue Foundation",rescue@dfwdachshund.com,(817) 481-9272,"Colleyville",TX,76034,
"Darby's Pals Rescue, Inc.",darbyspalsrescue@gmail.com,469-595-6128,"Kaufman",TX,75142,
"Darling Pound Hounds",darlingpoundhounds@yahoo.com,469-955-5613,"Dallas",TX,75252,
"DASH Dog Rescue",sara@dashdog.org,,"Dallas",TX,75248,
"Denison Animal Welfare Group",denisonanimals@gmail.com,903.361.4211,"Denison",TX,75021,
"Denning Animal Rescue",denninganimalrescue@gmail.com,(936) 288-0844,"San Augustine",TX,75972,
"Denton Humane Society",dhsofficemanager@aol.com,(940) 382-7387,"Denton",TX,76205,
"DFW Beagle Buddies",dfwbeaglebuddies@gmail.com,,"Mansfield",TX,76063,
"DFW Collie Rescue",dfwcollierescue@gmail.com,(214) 668-5794,"Stephenville",TX,76401,
"DFW FurGotten Friends",dfwfgf@gmail.com,,"Dallas",TX,75227,
"DFW German Shepherd Rescue",adoptions@dfwgermanshepherdrescue.org,,"Keller",TX,76244,
"DFW Humane Society",sarah@dfwhumane.com,972-721-7788,"Irving",TX,75038,
"DFW Pug Rescue",dfwpugrescue96@yahoo.com,817-481-2004,"Grapevine",TX,76099,
"DFW Pup Patrol Rescue",info@dfwpuppatrol.com,214-912-8191,"Wylie",TX,75098,
"DFW Purebred Rescue",dfwpbr@gmail.com,,"Irving",TX,75061,
"DFW Rescue Me",tammy@dfwrescueme.org,,"Dallas",TX,75214,
"DFW TZUS and More Rescue",info@dfwtzusandmorerescue.com,888-290-3335,"Euless",TX,76040,
"Diamond in the Fluff",jlawsondfluff@gmail.com,832687304,"Alvin",TX,77511,
"Doggy Darlings",doggydarlings12@gmail.com,,"Houston",TX,77077,
"Dogs Etc of Texas",dogsetc.texas@yahoo.com,817-219-6748,"Dallas",TX,75313,
"Dogs of Hilltown",teresam.doh@gmail.com,,"Aubrey",TX,76227,
"Dogtown Ranch Sanctuary, Rescue & Rehab Center",angela@dogtown01.org,(512) 446-2534,"Rockdale",TX,76567,
"Dowlen Road Veterinary Center",drvcpetmedicine@aol.com,409-860-4386,"Beaumont",TX,77706,
"Dr. Dolittle's Rescue Ranch",ddadoption@gmail.com,956-279-1044,"Mcallen",TX,78504,
"DREAM Dachshund Rescue, Education & Adoption Mission",contact-us@dreamdachs.org,,"Houston",TX,77259,
"Drowzy Dawg Rescue",drowzydawg@gmail.com,817-726-8380,"Covington",TX,76636,
"Dust Bowl Animal Rescue",dustbowlanimalrescue@gmail.com,(432) 638-0368,"Midland",TX,79711,
"E-Rescue-Houston Inc.",infoerescuehouston@gmail.com,,"Houston",TX,77072,
"East Lake Pet Orphanage",elpo@welovepets.net,214-342-3100,"Dallas",TX,75238,
"Easy Street Animal Shelter",esashelter@yahoo.com,(940) 613-6865,"Saint Jo",TX,76265,
"Education and Animal Rescue Society (EARS)",adoptions@earstexas.org,214-559-2817,"Dallas",TX,75219,
"Elle's Legacy",petrescue13@gmail.com,214-228-7936,"Dallas",TX,75209,
"English Bulldog Rescue Network of Houston, TX",jluvabull@aol.com,,"Magnolia",TX,77355,
"Epic Animal Rescue",fetch@epicanimalrescue.org,(469) 630-1701,"Coppell",TX,75019,
"Euless Animal Services - Trinity GAP Rescue",trinitygapclub@gmail.com,817-685-1594,"Euless",TX,76040,
"Every Life Matters Animal Rescue",elmanimalrescue2@gmail.com,(469) 702-1356,"McKinney",TX,75070,
"Everything Grey Greyhound Haven",rehomegreyhounds@gmail.com,4097812356,"Nederland",TX,77627,
"Family Animal Hospital",fahnotify@gmail.com,(281) 482-1594,"Friendswood",TX,77546,
"Farmers Branch Animal Adoption Center",animalservices@farmersbranchtx.gov,(972) 919-8770,"Farmers Branch",TX,75234,
"Feline/Canine Friends of Houston",felinecaninehouston@hotmail.com,,"Houston",TX,77007,
"Feral Friends Community Cat Alliance",adopt@feralfriends.org,(972) 671-0429,"Richardson",TX,75083,
"Fetching Fur-ever Families",fetchingfureverfamilies@gmail.com,8303280066,"Boerne",TX,78006,
"Find.Love.Train",find.love.train@gmail.com,5128432077,"Liberty Hill",TX,78642,
"FixinTexas Animal Advocates",fixintexas2017@yahoo.com,(972) 351-7261,"Point",TX,75472,
"Fluffys Friends, Inc.",info@fluffysfriends.org,,"Navasota",TX,77868,
"FOPAWS",fallcreekfopaws@gmail.com,,"Humble",TX,77396,
"For Paws Sake Rescue",info@forpawssakerescue.org,(361) 244-8851,"Helotes",TX,78023,
"For The Love of Strays",fortheloveofstrays@yahoo.com,(361) 462-7911,"Corpus Christi",TX,78468,
"Forgotten Dogs of the 5th Ward Project",info.5thward@gmail.com,,"Porter",TX,77365,
"Forgotten Friends Texas Rescue RGV",info@forgotten-friends.org,956-605-7004,"Mission",TX,78572,
"Forgotten Souls Bully Rescue",forgottensoulsbullyrescue@outlook.com,,"Grand Prairie",TX,75050,
"Forgotten Tails Animal Rescue",forgottentails@gmail.com,406-599-9316,"Fort Worth",TX,76179,
"Forney Animal Shelter",animalshelter@cityofforney.org,(972) 564-7397,"Forney",TX,75126,
"Fort Bend County Animal Services",barbara.vass@fortbendcountytx.gov,281-342-1512,"Rosenberg",TX,77471,
"Freedom Collie Rescue",freedomcollierescue@yahoo.com,936-442-1345,"Sugar Land",TX,77479,
"Freedom Street Rescue",karoline.carlson@gmail.com,,"Houston",TX,77095,
"Friends for Animals Adoption Shelter",friends@granburyadoptapet.org,(817) 326-3647,"Granbury",TX,76049,
"Friends For Life Animal Shelter & Sanctuary",adoptionmanager@adoptfriends4life.org,713-863-9835,"Houston",TX,77008,
"Friends of Animal Rescue",friendsofanimalrescue@gmail.com,(956) 772-1171,"South Padre Island",TX,78597,
"Friends of Gonzales Animal Shelter",fogas@stx.rr.com,830 857-1616,"Gonzales",TX,78629,
"Friends of League City Animal Shelter",monica@friendsofleaguecityanimalshelter.com,832 536 3388,"League City",TX,77573,
"Friends of Rowlett Animals",info@friendsofrowlettanimals.org,,"Rowlett",TX,75030,
"Friendswood Animal Advocates",friendswoodanimaladvocates@gmail.com,,"Friendswood",TX,77549,
"Frisco Humane Society",fhsadmin@friscohumanesociety.com,(972) 498-8980,"Frisco",TX,75034,
"Fujimoto's Friends",doinpeachy@gmail.com,,"Lubbock",TX,79411,
"Furr Ever Pets Rescue",info@furreverpetsrescue.org,,"Judson",TX,75660,
"Furry Friends Animal Rescue",info@furryfriendsanimalrescue.org,,"Plano",TX,75025,
"Furry Friendzy",adoptions@furryfriendzy.org,(214) 914-2535,"Dallas",TX,75201,
"Fuzzy Friends Rescue",volunteer@fuzzyfriendsrescue.com,(254) 754-9444,"Waco",TX,76702,
"Galveston County Animal Resource Center",arc@gchd.org,409-948-2485,"Texas City",TX,77590,
"Georgetown Animal Outreach",txcodigirl@gmail.com,,"Georgetown",TX,78627,
"Georgetown Animal Shelter",animalsvc@georgetown.org,(512) 930-3592,"Georgetown",TX,78627,
"German Shepherd Rescue Central Texas",gsdrescuectx@yahoo.com,,"Dripping Springs",TX,78620,
"Glass Slipper Animal Rescue",glassslipperrescue@gmail.com,2813189092,"Houston",TX,77009,
"God's Dogs Rescue",adoptions@godsdogsrescue.org,(210) 617-8181,"Von Ormy",TX,78073,
