Name,Email,Phone,City,State,Zip,Website
"L.E.A.N.",allvegashorses@gmail.com,702-533-4656,"Las Vegas",NV,89136,
"Las Vegas Doberman Pinscher and Dachshund Rescue",lvdobesanddoxies@aol.com,(702) 596-9293,"Las Vegas",NV,89145,
"Las Vegas Valley Humane Society",lvvhs@cox.net,(702) 434-2009,"Las Vegas",NV,89146,
"Lone Woof Rescue",info@lonewoofrescue.org,(702) 469-1913,"Jean",NV,89019,
"Louisa's New Leash On  Life Rescue",info@louisaleash.com,702.406.9550,"Las Vegas",NV,89145,
"LV Hot-Diggity Dachshund Club and Rescue",leilani@lvhddcr.com,,"Las Vegas",NV,89130,
"Mayte's Rescue",miamorinc@mayte.com,(702) 333-5781,"Las Vegas",NV,89103,
"Mineral County Animal Shelter",danbrogden@att.net,775-945-0701,"Hawthorne",NV,89415,
"Nevada Humane Society",info@nevadahumanesociety.org,(775) 856-2000 ext. 302,"Reno",NV,89502,
"On My Way Home Rescue",savethedoxies@gmail.com,,"Henderson",NV,89015,
"Palomino Valley Pet Rescue Inc.",pvpr02@gmail.com,(775) 358-5527,"Sparks",NV,89431,
"Paws 4 Love Pet Rescue Inc.",pdambroz@outloook.com,(702) 622-3092,"Las Vegas",NV,89122,
"Pekes Paws and Tails",pekespawsandtails@gmail.com,(760) 880-5280,"Las Vegas",NV,89139,
"Pet Network Humane Society",adoption@petnetwork.org,775-832-4404,"Incline Village",NV,89451,
"Pets Are Worth Saving  PAWS",pahrumppaws@gmail.com,,"Pahrump",NV,89048,
"Pits to Pets Rescue",pitstopets@gmail.com,(702) 540-4657,"Las Vegas",NV,89131,
"Reno Tahoe Rescue Society",rtadoptapet@gmail.com,775-815-9363,"Carson City",NV,89703,
"Res-Que",karen@res-que.org,775-771-0293,"Reno",NV,89506,
"Safe Haven Rescue Kennel",barkdogsinfo@gmail.com,(775) 463-1842,"YERINGTON",NV,89447,
"Saints Of The West",rescue@saintsofthewest.com,(775) 475-0420,"Sparks",NV,89436,
"Sin City Saint Rescue",rescuesaints@gmail.com,(702) 896-1049,"Las Vegas",NV,89012,
"Southern Nevada Beagle Rescue Foundation",info@southernnevadabeaglerescue.com,702-493-9779,"Las Vegas",NV,89123,
"Southern Nevada Boston Terrier Rescue",info@snbtr.com,,"Las Vegas",NV,89120,
"Southern Nevada Schnauzer Rescue",dawnbeuth@aol.com,(702) 203-7439,"Las Vegas",NV,89101,
"SPCA of Northern Nevada",info@spcanevada.org,775-324-7773,"Reno",NV,89512,
"Springer Spaniel Rescue, Inc.",marys111@earthlink.net,(702) 300-2808,"Las Vegas",NV,89134,
"The Animal Foundation",adoptions@animalfoundation.com,702-384-3333  ext.131,"Las Vegas",NV,89101,
"The Churchill Foundation",info@thechurchillfoundation.org,(702) 970-4823,"Las Vegas",NV,89104,
"The Samadhi Legacy Foundation- a 501 (c) (3)",kathy@samadhilegacy.org,7028083763,"Las Vegas",NV,89135,
"Those Left Behind Foundation",rae@tlbfoundation.org,(702) 768-8523,"Las Vegas",NV,89129,
"Two Dog Farms, Inc.",info@twodogfarms.com,7756360036,"Minden",NV,89423,
"Vegas Shepherd Rescue",tammy@vegasdogrescue.com,702-706-7437,"Las Vegas",NV,89128,
"VegasPigPets",info@vegaspigpets.org,Email,"Las Vegas",NV,89146,
"Wagging Tails Rescue",waggingtailsrescuelv@gmail.com,,"Henderson",NV,89052,
"We Care for Animals",wcfanv@gmail.com,702-346-3326,"Mesquite",NV,89024,
"Willows Change Pet Rescue Network",willowschange@charter.net,(775) 971-9547,"Reno",NV,89506,
"Wylie Animal Rescue Foundation (WARF)",tahoepet@yahoo.com,(775) 833-2319,"Incline Village",NV,89450,
"You Gotta Love Them, Inc.",yougottalovethemincorporated@gmail.com,(702) 502-2992,"Las Vegas",NV,89146,
